frame	vram_addr	byte	phase	nt	tile_row	tile_col
6	$20C4	00	1	0	6	4
6	$20C5	00	1	0	6	5
6	$20C6	00	1	0	6	6
6	$20C7	00	1	0	6	7
6	$20C8	00	1	0	6	8
6	$20C9	00	1	0	6	9
6	$20CA	00	1	0	6	10
6	$20CB	00	1	0	6	11
6	$20CC	00	1	0	6	12
6	$20CD	00	1	0	6	13
6	$20CE	00	1	0	6	14
6	$20CF	00	1	0	6	15
6	$20D0	00	1	0	6	16
6	$20D1	00	1	0	6	17
6	$20D2	00	1	0	6	18
6	$20D3	00	1	0	6	19
6	$20D4	00	1	0	6	20
6	$20D5	00	1	0	6	21
6	$20D6	00	1	0	6	22
6	$20D7	00	1	0	6	23
6	$20D8	00	1	0	6	24
6	$20D9	00	1	0	6	25
6	$20DA	00	1	0	6	26
6	$20DB	00	1	0	6	27
6	$20DC	00	1	0	6	28
6	$20DD	00	1	0	6	29
6	$20DE	00	1	0	6	30
6	$20DF	00	1	0	6	31
6	$20E0	00	1	0	7	0
6	$20E1	00	1	0	7	1
6	$20E2	00	1	0	7	2
6	$20E3	00	1	0	7	3
6	$20E4	00	1	0	7	4
6	$20E5	00	1	0	7	5
6	$20E6	00	1	0	7	6
6	$20E7	00	1	0	7	7
6	$20E8	00	1	0	7	8
6	$20E9	00	1	0	7	9
6	$20EA	00	1	0	7	10
6	$20EB	00	1	0	7	11
6	$20EC	00	1	0	7	12
6	$20ED	00	1	0	7	13
6	$20EE	00	1	0	7	14
6	$20EF	00	1	0	7	15
6	$20F0	00	1	0	7	16
6	$20F1	00	1	0	7	17
6	$20F2	00	1	0	7	18
6	$20F3	00	1	0	7	19
6	$20F4	00	1	0	7	20
6	$20F5	00	1	0	7	21
6	$20F6	00	1	0	7	22
6	$20F7	00	1	0	7	23
6	$20F8	00	1	0	7	24
6	$20F9	00	1	0	7	25
6	$20FA	00	1	0	7	26
6	$20FB	00	1	0	7	27
6	$20FC	00	1	0	7	28
6	$20FD	00	1	0	7	29
6	$20FE	00	1	0	7	30
6	$20FF	00	1	0	7	31
6	$2100	00	1	0	8	0
6	$2101	00	1	0	8	1
6	$2102	00	1	0	8	2
6	$2103	00	1	0	8	3
6	$2104	00	1	0	8	4
6	$2105	00	1	0	8	5
6	$2106	00	1	0	8	6
6	$2107	00	1	0	8	7
6	$2108	00	1	0	8	8
6	$2109	00	1	0	8	9
6	$210A	00	1	0	8	10
6	$210B	00	1	0	8	11
6	$210C	00	1	0	8	12
6	$210D	00	1	0	8	13
6	$210E	00	1	0	8	14
6	$210F	00	1	0	8	15
6	$2110	00	1	0	8	16
6	$2111	00	1	0	8	17
6	$2112	00	1	0	8	18
6	$2113	00	1	0	8	19
6	$2114	00	1	0	8	20
6	$2115	00	1	0	8	21
6	$2116	00	1	0	8	22
6	$2117	00	1	0	8	23
6	$2118	00	1	0	8	24
6	$2119	00	1	0	8	25
6	$211A	00	1	0	8	26
6	$211B	00	1	0	8	27
6	$211C	00	1	0	8	28
6	$211D	00	1	0	8	29
6	$211E	00	1	0	8	30
6	$211F	00	1	0	8	31
6	$2120	00	1	0	9	0
6	$2121	00	1	0	9	1
6	$2122	00	1	0	9	2
6	$2123	00	1	0	9	3
6	$2124	00	1	0	9	4
6	$2125	00	1	0	9	5
6	$2126	00	1	0	9	6
6	$2127	00	1	0	9	7
6	$2128	00	1	0	9	8
6	$2129	00	1	0	9	9
6	$212A	00	1	0	9	10
6	$212B	00	1	0	9	11
6	$212C	00	1	0	9	12
6	$212D	00	1	0	9	13
6	$212E	00	1	0	9	14
6	$212F	00	1	0	9	15
6	$2130	00	1	0	9	16
6	$2131	00	1	0	9	17
6	$2132	00	1	0	9	18
6	$2133	00	1	0	9	19
6	$2134	00	1	0	9	20
6	$2135	00	1	0	9	21
6	$2136	00	1	0	9	22
6	$2137	00	1	0	9	23
6	$2138	00	1	0	9	24
6	$2139	00	1	0	9	25
6	$213A	00	1	0	9	26
6	$213B	00	1	0	9	27
6	$213C	00	1	0	9	28
6	$213D	00	1	0	9	29
6	$213E	00	1	0	9	30
6	$213F	00	1	0	9	31
6	$2140	00	1	0	10	0
6	$2141	00	1	0	10	1
6	$2142	00	1	0	10	2
6	$2143	00	1	0	10	3
6	$2144	00	1	0	10	4
6	$2145	00	1	0	10	5
6	$2146	00	1	0	10	6
6	$2147	00	1	0	10	7
6	$2148	00	1	0	10	8
6	$2149	00	1	0	10	9
6	$214A	00	1	0	10	10
6	$214B	00	1	0	10	11
6	$214C	00	1	0	10	12
6	$214D	00	1	0	10	13
6	$214E	00	1	0	10	14
6	$214F	00	1	0	10	15
6	$2150	00	1	0	10	16
6	$2151	00	1	0	10	17
6	$2152	00	1	0	10	18
6	$2153	00	1	0	10	19
6	$2154	00	1	0	10	20
6	$2155	00	1	0	10	21
6	$2156	00	1	0	10	22
6	$2157	00	1	0	10	23
6	$2158	00	1	0	10	24
6	$2159	00	1	0	10	25
6	$215A	00	1	0	10	26
6	$215B	00	1	0	10	27
6	$215C	00	1	0	10	28
6	$215D	00	1	0	10	29
6	$215E	00	1	0	10	30
6	$215F	00	1	0	10	31
6	$2160	00	1	0	11	0
6	$2161	00	1	0	11	1
6	$2162	00	1	0	11	2
6	$2163	00	1	0	11	3
6	$2164	00	1	0	11	4
6	$2165	00	1	0	11	5
6	$2166	00	1	0	11	6
6	$2167	00	1	0	11	7
6	$2168	00	1	0	11	8
6	$2169	00	1	0	11	9
6	$216A	00	1	0	11	10
6	$216B	00	1	0	11	11
6	$216C	00	1	0	11	12
6	$216D	00	1	0	11	13
6	$216E	00	1	0	11	14
6	$216F	00	1	0	11	15
6	$2170	00	1	0	11	16
6	$2171	00	1	0	11	17
6	$2172	00	1	0	11	18
6	$2173	00	1	0	11	19
6	$2174	00	1	0	11	20
6	$2175	00	1	0	11	21
6	$2176	00	1	0	11	22
6	$2177	00	1	0	11	23
6	$2178	00	1	0	11	24
6	$2179	00	1	0	11	25
6	$217A	00	1	0	11	26
6	$217B	00	1	0	11	27
6	$217C	00	1	0	11	28
6	$217D	00	1	0	11	29
6	$217E	00	1	0	11	30
6	$217F	00	1	0	11	31
6	$2180	00	1	0	12	0
6	$2181	00	1	0	12	1
6	$2182	00	1	0	12	2
6	$2183	00	1	0	12	3
6	$2184	00	1	0	12	4
6	$2185	00	1	0	12	5
6	$2186	00	1	0	12	6
6	$2187	00	1	0	12	7
6	$2188	00	1	0	12	8
6	$2189	00	1	0	12	9
6	$218A	00	1	0	12	10
6	$218B	00	1	0	12	11
6	$218C	00	1	0	12	12
6	$218D	00	1	0	12	13
6	$218E	00	1	0	12	14
6	$218F	00	1	0	12	15
6	$2190	00	1	0	12	16
6	$2191	00	1	0	12	17
6	$2192	00	1	0	12	18
6	$2193	00	1	0	12	19
6	$2194	00	1	0	12	20
6	$2195	00	1	0	12	21
6	$2196	00	1	0	12	22
6	$2197	00	1	0	12	23
6	$2198	00	1	0	12	24
6	$2199	00	1	0	12	25
6	$219A	00	1	0	12	26
6	$219B	00	1	0	12	27
6	$219C	00	1	0	12	28
6	$219D	00	1	0	12	29
6	$219E	00	1	0	12	30
6	$219F	00	1	0	12	31
6	$21A0	00	1	0	13	0
6	$21A1	00	1	0	13	1
6	$21A2	00	1	0	13	2
6	$21A3	00	1	0	13	3
6	$21A4	00	1	0	13	4
6	$21A5	00	1	0	13	5
6	$21A6	00	1	0	13	6
6	$21A7	00	1	0	13	7
6	$21A8	00	1	0	13	8
6	$21A9	00	1	0	13	9
6	$21AA	00	1	0	13	10
6	$21AB	00	1	0	13	11
6	$21AC	00	1	0	13	12
6	$21AD	00	1	0	13	13
6	$21AE	00	1	0	13	14
6	$21AF	00	1	0	13	15
6	$21B0	00	1	0	13	16
6	$21B1	00	1	0	13	17
6	$21B2	00	1	0	13	18
6	$21B3	00	1	0	13	19
6	$21B4	00	1	0	13	20
6	$21B5	00	1	0	13	21
6	$21B6	00	1	0	13	22
6	$21B7	00	1	0	13	23
6	$21B8	00	1	0	13	24
6	$21B9	00	1	0	13	25
6	$21BA	00	1	0	13	26
6	$21BB	00	1	0	13	27
6	$21BC	00	1	0	13	28
6	$21BD	00	1	0	13	29
6	$21BE	00	1	0	13	30
6	$21BF	00	1	0	13	31
6	$21C0	00	1	0	14	0
6	$21C1	00	1	0	14	1
6	$21C2	00	1	0	14	2
6	$21C3	00	1	0	14	3
6	$21C4	00	1	0	14	4
6	$21C5	00	1	0	14	5
6	$21C6	00	1	0	14	6
6	$21C7	00	1	0	14	7
6	$21C8	00	1	0	14	8
6	$21C9	00	1	0	14	9
6	$21CA	00	1	0	14	10
6	$21CB	00	1	0	14	11
6	$21CC	00	1	0	14	12
6	$21CD	00	1	0	14	13
6	$21CE	00	1	0	14	14
7	$21CF	00	1	0	14	15
7	$21D0	00	1	0	14	16
7	$21D1	00	1	0	14	17
7	$21D2	00	1	0	14	18
7	$21D3	00	1	0	14	19
7	$21D4	00	1	0	14	20
7	$21D5	00	1	0	14	21
7	$21D6	00	1	0	14	22
7	$21D7	00	1	0	14	23
7	$21D8	00	1	0	14	24
7	$21D9	00	1	0	14	25
7	$21DA	00	1	0	14	26
7	$21DB	00	1	0	14	27
7	$21DC	00	1	0	14	28
7	$21DD	00	1	0	14	29
7	$21DE	00	1	0	14	30
7	$21DF	00	1	0	14	31
7	$21E0	00	1	0	15	0
7	$21E1	00	1	0	15	1
7	$21E2	00	1	0	15	2
7	$21E3	00	1	0	15	3
7	$21E4	00	1	0	15	4
7	$21E5	00	1	0	15	5
7	$21E6	00	1	0	15	6
7	$21E7	00	1	0	15	7
7	$21E8	00	1	0	15	8
7	$21E9	00	1	0	15	9
7	$21EA	00	1	0	15	10
7	$21EB	00	1	0	15	11
7	$21EC	00	1	0	15	12
7	$21ED	00	1	0	15	13
7	$21EE	00	1	0	15	14
7	$21EF	00	1	0	15	15
7	$21F0	00	1	0	15	16
7	$21F1	00	1	0	15	17
7	$21F2	00	1	0	15	18
7	$21F3	00	1	0	15	19
7	$21F4	00	1	0	15	20
7	$21F5	00	1	0	15	21
7	$21F6	00	1	0	15	22
7	$21F7	00	1	0	15	23
7	$21F8	00	1	0	15	24
7	$21F9	00	1	0	15	25
7	$21FA	00	1	0	15	26
7	$21FB	00	1	0	15	27
7	$21FC	00	1	0	15	28
7	$21FD	00	1	0	15	29
7	$21FE	00	1	0	15	30
7	$21FF	00	1	0	15	31
7	$2200	00	1	0	16	0
7	$2201	00	1	0	16	1
7	$2202	00	1	0	16	2
7	$2203	00	1	0	16	3
7	$2204	00	1	0	16	4
7	$2205	00	1	0	16	5
7	$2206	00	1	0	16	6
7	$2207	00	1	0	16	7
7	$2208	00	1	0	16	8
7	$2209	00	1	0	16	9
7	$220A	00	1	0	16	10
7	$220B	00	1	0	16	11
7	$220C	00	1	0	16	12
7	$220D	00	1	0	16	13
7	$220E	00	1	0	16	14
7	$220F	00	1	0	16	15
7	$2210	00	1	0	16	16
7	$2211	00	1	0	16	17
7	$2212	00	1	0	16	18
7	$2213	00	1	0	16	19
7	$2214	00	1	0	16	20
7	$2215	00	1	0	16	21
7	$2216	00	1	0	16	22
7	$2217	00	1	0	16	23
7	$2218	00	1	0	16	24
7	$2219	00	1	0	16	25
7	$221A	00	1	0	16	26
7	$221B	00	1	0	16	27
7	$221C	00	1	0	16	28
7	$221D	00	1	0	16	29
7	$221E	00	1	0	16	30
7	$221F	00	1	0	16	31
7	$2220	00	1	0	17	0
7	$2221	00	1	0	17	1
7	$2222	00	1	0	17	2
7	$2223	00	1	0	17	3
7	$2224	00	1	0	17	4
7	$2225	00	1	0	17	5
7	$2226	00	1	0	17	6
7	$2227	00	1	0	17	7
7	$2228	00	1	0	17	8
7	$2229	00	1	0	17	9
7	$222A	00	1	0	17	10
7	$222B	00	1	0	17	11
7	$222C	00	1	0	17	12
7	$222D	00	1	0	17	13
7	$222E	00	1	0	17	14
7	$222F	00	1	0	17	15
7	$2230	00	1	0	17	16
7	$2231	00	1	0	17	17
7	$2232	00	1	0	17	18
7	$2233	00	1	0	17	19
7	$2234	00	1	0	17	20
7	$2235	00	1	0	17	21
7	$2236	00	1	0	17	22
7	$2237	00	1	0	17	23
7	$2238	00	1	0	17	24
7	$2239	00	1	0	17	25
7	$223A	00	1	0	17	26
7	$223B	00	1	0	17	27
7	$223C	00	1	0	17	28
7	$223D	00	1	0	17	29
7	$223E	00	1	0	17	30
7	$223F	00	1	0	17	31
7	$2240	00	1	0	18	0
7	$2241	00	1	0	18	1
7	$2242	00	1	0	18	2
7	$2243	00	1	0	18	3
7	$2244	00	1	0	18	4
7	$2245	00	1	0	18	5
7	$2246	00	1	0	18	6
7	$2247	00	1	0	18	7
7	$2248	00	1	0	18	8
7	$2249	00	1	0	18	9
7	$224A	00	1	0	18	10
7	$224B	00	1	0	18	11
7	$224C	00	1	0	18	12
7	$224D	00	1	0	18	13
7	$224E	00	1	0	18	14
7	$224F	00	1	0	18	15
7	$2250	00	1	0	18	16
7	$2251	00	1	0	18	17
7	$2252	00	1	0	18	18
7	$2253	00	1	0	18	19
7	$2254	00	1	0	18	20
7	$2255	00	1	0	18	21
7	$2256	00	1	0	18	22
7	$2257	00	1	0	18	23
7	$2258	00	1	0	18	24
7	$2259	00	1	0	18	25
7	$225A	00	1	0	18	26
7	$225B	00	1	0	18	27
7	$225C	00	1	0	18	28
7	$225D	00	1	0	18	29
7	$225E	00	1	0	18	30
7	$225F	00	1	0	18	31
7	$2260	00	1	0	19	0
7	$2261	00	1	0	19	1
7	$2262	00	1	0	19	2
7	$2263	00	1	0	19	3
7	$2264	00	1	0	19	4
7	$2265	00	1	0	19	5
7	$2266	00	1	0	19	6
7	$2267	00	1	0	19	7
7	$2268	00	1	0	19	8
7	$2269	00	1	0	19	9
7	$226A	00	1	0	19	10
7	$226B	00	1	0	19	11
7	$226C	00	1	0	19	12
7	$226D	00	1	0	19	13
7	$226E	00	1	0	19	14
7	$226F	00	1	0	19	15
7	$2270	00	1	0	19	16
7	$2271	00	1	0	19	17
7	$2272	00	1	0	19	18
7	$2273	00	1	0	19	19
7	$2274	00	1	0	19	20
7	$2275	00	1	0	19	21
7	$2276	00	1	0	19	22
7	$2277	00	1	0	19	23
7	$2278	00	1	0	19	24
7	$2279	00	1	0	19	25
7	$227A	00	1	0	19	26
7	$227B	00	1	0	19	27
7	$227C	00	1	0	19	28
7	$227D	00	1	0	19	29
7	$227E	00	1	0	19	30
7	$227F	00	1	0	19	31
7	$2280	00	1	0	20	0
7	$2281	00	1	0	20	1
7	$2282	00	1	0	20	2
7	$2283	00	1	0	20	3
7	$2284	00	1	0	20	4
7	$2285	00	1	0	20	5
7	$2286	00	1	0	20	6
7	$2287	00	1	0	20	7
7	$2288	00	1	0	20	8
7	$2289	00	1	0	20	9
7	$228A	00	1	0	20	10
7	$228B	00	1	0	20	11
7	$228C	00	1	0	20	12
7	$228D	00	1	0	20	13
7	$228E	00	1	0	20	14
7	$228F	00	1	0	20	15
7	$2290	00	1	0	20	16
7	$2291	00	1	0	20	17
7	$2292	00	1	0	20	18
7	$2293	00	1	0	20	19
7	$2294	00	1	0	20	20
7	$2295	00	1	0	20	21
7	$2296	00	1	0	20	22
7	$2297	00	1	0	20	23
7	$2298	00	1	0	20	24
7	$2299	00	1	0	20	25
7	$229A	00	1	0	20	26
7	$229B	00	1	0	20	27
7	$229C	00	1	0	20	28
7	$229D	00	1	0	20	29
7	$229E	00	1	0	20	30
7	$229F	00	1	0	20	31
7	$22A0	00	1	0	21	0
7	$22A1	00	1	0	21	1
7	$22A2	00	1	0	21	2
7	$22A3	00	1	0	21	3
7	$22A4	00	1	0	21	4
7	$22A5	00	1	0	21	5
7	$22A6	00	1	0	21	6
7	$22A7	00	1	0	21	7
7	$22A8	00	1	0	21	8
7	$22A9	00	1	0	21	9
7	$22AA	00	1	0	21	10
7	$22AB	00	1	0	21	11
7	$22AC	00	1	0	21	12
7	$22AD	00	1	0	21	13
7	$22AE	00	1	0	21	14
7	$22AF	00	1	0	21	15
7	$22B0	00	1	0	21	16
7	$22B1	00	1	0	21	17
7	$22B2	00	1	0	21	18
7	$22B3	00	1	0	21	19
7	$22B4	00	1	0	21	20
7	$22B5	00	1	0	21	21
7	$22B6	00	1	0	21	22
7	$22B7	00	1	0	21	23
7	$22B8	00	1	0	21	24
7	$22B9	00	1	0	21	25
7	$22BA	00	1	0	21	26
7	$22BB	00	1	0	21	27
7	$22BC	00	1	0	21	28
7	$22BD	00	1	0	21	29
7	$22BE	00	1	0	21	30
7	$22BF	00	1	0	21	31
7	$22C0	00	1	0	22	0
7	$22C1	00	1	0	22	1
7	$22C2	00	1	0	22	2
7	$22C3	00	1	0	22	3
7	$22C4	00	1	0	22	4
7	$22C5	00	1	0	22	5
7	$22C6	00	1	0	22	6
7	$22C7	00	1	0	22	7
7	$22C8	00	1	0	22	8
7	$22C9	00	1	0	22	9
7	$22CA	00	1	0	22	10
7	$22CB	00	1	0	22	11
7	$22CC	00	1	0	22	12
7	$22CD	00	1	0	22	13
7	$22CE	00	1	0	22	14
7	$22CF	00	1	0	22	15
7	$22D0	00	1	0	22	16
7	$22D1	00	1	0	22	17
7	$22D2	00	1	0	22	18
7	$22D3	00	1	0	22	19
7	$22D4	00	1	0	22	20
7	$22D5	00	1	0	22	21
7	$22D6	00	1	0	22	22
7	$22D7	00	1	0	22	23
7	$22D8	00	1	0	22	24
7	$22D9	00	1	0	22	25
7	$22DA	00	1	0	22	26
7	$22DB	00	1	0	22	27
7	$22DC	00	1	0	22	28
7	$22DD	00	1	0	22	29
7	$22DE	00	1	0	22	30
7	$22DF	00	1	0	22	31
7	$22E0	00	1	0	23	0
7	$22E1	00	1	0	23	1
7	$22E2	00	1	0	23	2
7	$22E3	00	1	0	23	3
7	$22E4	00	1	0	23	4
7	$22E5	00	1	0	23	5
7	$22E6	00	1	0	23	6
7	$22E7	00	1	0	23	7
7	$22E8	00	1	0	23	8
7	$22E9	00	1	0	23	9
7	$22EA	00	1	0	23	10
7	$22EB	00	1	0	23	11
7	$22EC	00	1	0	23	12
7	$22ED	00	1	0	23	13
7	$22EE	00	1	0	23	14
7	$22EF	00	1	0	23	15
7	$22F0	00	1	0	23	16
7	$22F1	00	1	0	23	17
7	$22F2	00	1	0	23	18
7	$22F3	00	1	0	23	19
7	$22F4	00	1	0	23	20
7	$22F5	00	1	0	23	21
7	$22F6	00	1	0	23	22
7	$22F7	00	1	0	23	23
7	$22F8	00	1	0	23	24
7	$22F9	00	1	0	23	25
7	$22FA	00	1	0	23	26
7	$22FB	00	1	0	23	27
7	$22FC	00	1	0	23	28
7	$22FD	00	1	0	23	29
7	$22FE	00	1	0	23	30
7	$22FF	00	1	0	23	31
7	$2300	00	1	0	24	0
7	$2301	00	1	0	24	1
7	$2302	00	1	0	24	2
7	$2303	00	1	0	24	3
7	$2304	00	1	0	24	4
7	$2305	00	1	0	24	5
7	$2306	00	1	0	24	6
7	$2307	00	1	0	24	7
7	$2308	00	1	0	24	8
7	$2309	00	1	0	24	9
7	$230A	00	1	0	24	10
7	$230B	00	1	0	24	11
7	$230C	00	1	0	24	12
7	$230D	00	1	0	24	13
7	$230E	00	1	0	24	14
7	$230F	00	1	0	24	15
7	$2310	00	1	0	24	16
7	$2311	00	1	0	24	17
7	$2312	00	1	0	24	18
7	$2313	00	1	0	24	19
7	$2314	00	1	0	24	20
7	$2315	00	1	0	24	21
7	$2316	00	1	0	24	22
7	$2317	00	1	0	24	23
7	$2318	00	1	0	24	24
7	$2319	00	1	0	24	25
7	$231A	00	1	0	24	26
7	$231B	00	1	0	24	27
7	$231C	00	1	0	24	28
7	$231D	00	1	0	24	29
7	$231E	00	1	0	24	30
7	$231F	00	1	0	24	31
7	$2320	00	1	0	25	0
7	$2321	00	1	0	25	1
7	$2322	00	1	0	25	2
7	$2323	00	1	0	25	3
7	$2324	00	1	0	25	4
7	$2325	00	1	0	25	5
7	$2326	00	1	0	25	6
7	$2327	00	1	0	25	7
7	$2328	00	1	0	25	8
7	$2329	00	1	0	25	9
7	$232A	00	1	0	25	10
7	$232B	00	1	0	25	11
7	$232C	00	1	0	25	12
7	$232D	00	1	0	25	13
7	$232E	00	1	0	25	14
7	$232F	00	1	0	25	15
7	$2330	00	1	0	25	16
7	$2331	00	1	0	25	17
7	$2332	00	1	0	25	18
7	$2333	00	1	0	25	19
7	$2334	00	1	0	25	20
7	$2335	00	1	0	25	21
7	$2336	00	1	0	25	22
7	$2337	00	1	0	25	23
7	$2338	00	1	0	25	24
7	$2339	00	1	0	25	25
7	$233A	00	1	0	25	26
7	$233B	00	1	0	25	27
7	$233C	00	1	0	25	28
7	$233D	00	1	0	25	29
7	$233E	00	1	0	25	30
7	$233F	00	1	0	25	31
7	$2340	00	1	0	26	0
7	$2341	00	1	0	26	1
7	$2342	00	1	0	26	2
7	$2343	00	1	0	26	3
7	$2344	00	1	0	26	4
7	$2345	00	1	0	26	5
7	$2346	00	1	0	26	6
7	$2347	00	1	0	26	7
7	$2348	00	1	0	26	8
7	$2349	00	1	0	26	9
7	$234A	00	1	0	26	10
7	$234B	00	1	0	26	11
7	$234C	00	1	0	26	12
7	$234D	00	1	0	26	13
7	$234E	00	1	0	26	14
7	$234F	00	1	0	26	15
7	$2350	00	1	0	26	16
7	$2351	00	1	0	26	17
7	$2352	00	1	0	26	18
