frame	vram_addr	byte	phase	nt	tile_row	tile_col
23	$22AD	7A	1	0	21	13
23	$22CD	66	1	0	22	13
23	$22ED	7A	1	0	23	13
23	$208E	7A	1	0	4	14
23	$20AE	7A	1	0	5	14
23	$20CE	7A	1	0	6	14
23	$20EE	7A	1	0	7	14
23	$210E	7A	1	0	8	14
23	$212E	7A	1	0	9	14
23	$214E	1A	1	0	10	14
23	$216E	7A	1	0	11	14
23	$218E	12	1	0	12	14
23	$21AE	7A	1	0	13	14
23	$21CE	7A	1	0	14	14
23	$21EE	7A	1	0	15	14
23	$220E	7A	1	0	16	14
23	$222E	7A	1	0	17	14
23	$224E	7A	1	0	18	14
23	$226E	7A	1	0	19	14
23	$228E	7A	1	0	20	14
23	$22AE	7A	1	0	21	14
23	$22CE	69	1	0	22	14
23	$22EE	7A	1	0	23	14
24	$208F	7A	1	0	4	15
24	$20AF	7A	1	0	5	15
24	$20CF	7A	1	0	6	15
24	$20EF	7A	1	0	7	15
24	$210F	7A	1	0	8	15
24	$212F	38	1	0	9	15
24	$214F	0C	1	0	10	15
24	$216F	38	1	0	11	15
24	$218F	12	1	0	12	15
24	$21AF	7A	1	0	13	15
24	$21CF	7A	1	0	14	15
24	$21EF	7A	1	0	15	15
24	$220F	7A	1	0	16	15
24	$222F	7A	1	0	17	15
24	$224F	7A	1	0	18	15
24	$226F	7A	1	0	19	15
24	$228F	7A	1	0	20	15
24	$22AF	7A	1	0	21	15
24	$22CF	62	1	0	22	15
24	$22EF	7A	1	0	23	15
24	$23CB	00	1	0	30	11
24	$23D3	00	1	0	30	19
24	$23DB	00	1	0	30	27
24	$23E3	00	1	0	31	3
24	$23EB	00	1	0	31	11
24	$2090	7A	1	0	4	16
24	$20B0	7A	1	0	5	16
24	$20D0	7A	1	0	6	16
24	$20F0	7A	1	0	7	16
24	$2110	7A	1	0	8	16
24	$2130	7A	1	0	9	16
24	$2150	22	1	0	10	16
24	$2170	7A	1	0	11	16
24	$2190	07	1	0	12	16
24	$21B0	7A	1	0	13	16
24	$21D0	7A	1	0	14	16
24	$21F0	7A	1	0	15	16
24	$2210	7A	1	0	16	16
24	$2230	7A	1	0	17	16
24	$2250	7A	1	0	18	16
24	$2270	7A	1	0	19	16
24	$2290	7A	1	0	20	16
24	$22B0	7A	1	0	21	16
24	$22D0	6A	1	0	22	16
24	$22F0	7A	1	0	23	16
24	$23CC	00	1	0	30	12
24	$23D4	00	1	0	30	20
24	$23DC	00	1	0	30	28
24	$23E4	00	1	0	31	4
24	$23EC	00	1	0	31	12
24	$2091	7A	1	0	4	17
24	$20B1	7A	1	0	5	17
24	$20D1	7A	1	0	6	17
24	$20F1	7A	1	0	7	17
24	$2111	7A	1	0	8	17
24	$2131	7A	1	0	9	17
24	$2151	06	1	0	10	17
24	$2171	7A	1	0	11	17
24	$2191	06	1	0	12	17
24	$21B1	7A	1	0	13	17
24	$21D1	7A	1	0	14	17
24	$21F1	7A	1	0	15	17
24	$2211	7A	1	0	16	17
24	$2231	7A	1	0	17	17
24	$2251	7A	1	0	18	17
24	$2271	7A	1	0	19	17
24	$2291	7A	1	0	20	17
24	$22B1	7A	1	0	21	17
24	$22D1	7A	1	0	22	17
24	$22F1	7A	1	0	23	17
24	$2092	7A	1	0	4	18
24	$20B2	7A	1	0	5	18
24	$20D2	7A	1	0	6	18
24	$20F2	7A	1	0	7	18
24	$2112	7A	1	0	8	18
24	$2132	7A	1	0	9	18
24	$2152	27	1	0	10	18
24	$2172	7A	1	0	11	18
24	$2192	27	1	0	12	18
24	$21B2	7A	1	0	13	18
24	$21D2	7A	1	0	14	18
24	$21F2	7A	1	0	15	18
24	$2212	7A	1	0	16	18
24	$2232	7A	1	0	17	18
24	$2252	7A	1	0	18	18
24	$2272	7A	1	0	19	18
24	$2292	7A	1	0	20	18
24	$22B2	7A	1	0	21	18
24	$22D2	78	1	0	22	18
24	$22F2	7A	1	0	23	18
24	$2093	7A	1	0	4	19
24	$20B3	7A	1	0	5	19
24	$20D3	7A	1	0	6	19
24	$20F3	7A	1	0	7	19
24	$2113	7A	1	0	8	19
24	$2133	7A	1	0	9	19
24	$2153	7A	1	0	10	19
24	$2173	7A	1	0	11	19
24	$2193	7A	1	0	12	19
24	$21B3	7A	1	0	13	19
24	$21D3	7A	1	0	14	19
24	$21F3	7A	1	0	15	19
24	$2213	7A	1	0	16	19
24	$2233	7A	1	0	17	19
24	$2253	7A	1	0	18	19
24	$2273	7A	1	0	19	19
24	$2293	7A	1	0	20	19
24	$22B3	7A	1	0	21	19
24	$22D3	79	1	0	22	19
24	$22F3	7A	1	0	23	19
24	$23CC	00	1	0	30	12
24	$23D4	00	1	0	30	20
24	$23DC	00	1	0	30	28
24	$23E4	00	1	0	31	4
24	$23EC	00	1	0	31	12
24	$2094	7A	1	0	4	20
24	$20B4	7A	1	0	5	20
24	$20D4	7A	1	0	6	20
24	$20F4	7A	1	0	7	20
24	$2114	7A	1	0	8	20
24	$2134	7A	1	0	9	20
24	$2154	7A	1	0	10	20
24	$2174	7A	1	0	11	20
24	$2194	7A	1	0	12	20
24	$21B4	7A	1	0	13	20
24	$21D4	7A	1	0	14	20
24	$21F4	7A	1	0	15	20
24	$2214	7A	1	0	16	20
24	$2234	7A	1	0	17	20
24	$2254	7A	1	0	18	20
24	$2274	7A	1	0	19	20
24	$2294	7A	1	0	20	20
24	$22B4	7A	1	0	21	20
24	$22D4	60	1	0	22	20
24	$22F4	7A	1	0	23	20
24	$23CD	00	1	0	30	13
24	$23D5	00	1	0	30	21
24	$23DD	00	1	0	30	29
24	$23E5	00	1	0	31	5
24	$23ED	00	1	0	31	13
24	$2095	7A	1	0	4	21
24	$20B5	7A	1	0	5	21
24	$20D5	7A	1	0	6	21
24	$20F5	7A	1	0	7	21
24	$2115	7A	1	0	8	21
24	$2135	7A	1	0	9	21
24	$2155	7A	1	0	10	21
24	$2175	7A	1	0	11	21
24	$2195	7A	1	0	12	21
24	$21B5	7A	1	0	13	21
24	$21D5	7A	1	0	14	21
24	$21F5	7A	1	0	15	21
24	$2215	7A	1	0	16	21
24	$2235	7A	1	0	17	21
24	$2255	7A	1	0	18	21
24	$2275	7A	1	0	19	21
24	$2295	7A	1	0	20	21
24	$22B5	7A	1	0	21	21
24	$22D5	79	1	0	22	21
24	$22F5	7A	1	0	23	21
24	$2096	7A	1	0	4	22
24	$20B6	7A	1	0	5	22
24	$20D6	7A	1	0	6	22
24	$20F6	7A	1	0	7	22
24	$2116	7A	1	0	8	22
24	$2136	7A	1	0	9	22
24	$2156	7A	1	0	10	22
24	$2176	7A	1	0	11	22
24	$2196	7A	1	0	12	22
24	$21B6	7A	1	0	13	22
24	$21D6	7A	1	0	14	22
24	$21F6	7A	1	0	15	22
24	$2216	7A	1	0	16	22
24	$2236	7A	1	0	17	22
24	$2256	7A	1	0	18	22
24	$2276	7A	1	0	19	22
24	$2296	7A	1	0	20	22
24	$22B6	7A	1	0	21	22
24	$22D6	69	1	0	22	22
24	$22F6	7A	1	0	23	22
24	$2097	7A	1	0	4	23
24	$20B7	7A	1	0	5	23
24	$20D7	7A	1	0	6	23
24	$20F7	7A	1	0	7	23
24	$2117	7A	1	0	8	23
24	$2137	7A	1	0	9	23
24	$2157	7A	1	0	10	23
24	$2177	7A	1	0	11	23
24	$2197	7A	1	0	12	23
24	$21B7	7A	1	0	13	23
24	$21D7	7A	1	0	14	23
24	$21F7	7A	1	0	15	23
24	$2217	7A	1	0	16	23
24	$2237	7A	1	0	17	23
24	$2257	7A	1	0	18	23
25	$2277	7A	1	0	19	23
25	$2297	7A	1	0	20	23
25	$22B7	7A	1	0	21	23
25	$22D7	7A	1	0	22	23
25	$22F7	7A	1	0	23	23
25	$23CD	00	1	0	30	13
25	$23D5	00	1	0	30	21
25	$23DD	00	1	0	30	29
25	$23E5	00	1	0	31	5
25	$23ED	00	1	0	31	13
25	$2098	7A	1	0	4	24
25	$20B8	7A	1	0	5	24
25	$20D8	7A	1	0	6	24
25	$20F8	7A	1	0	7	24
25	$2118	7A	1	0	8	24
25	$2138	7A	1	0	9	24
25	$2158	7A	1	0	10	24
25	$2178	7A	1	0	11	24
25	$2198	7A	1	0	12	24
25	$21B8	7A	1	0	13	24
25	$21D8	7A	1	0	14	24
25	$21F8	7A	1	0	15	24
25	$2218	7A	1	0	16	24
25	$2238	7A	1	0	17	24
25	$2258	7A	1	0	18	24
25	$2278	7A	1	0	19	24
25	$2298	7A	1	0	20	24
25	$22B8	7A	1	0	21	24
25	$22D8	61	1	0	22	24
25	$22F8	7A	1	0	23	24
25	$23CE	00	1	0	30	14
25	$23D6	00	1	0	30	22
25	$23DE	00	1	0	30	30
25	$23E6	00	1	0	31	6
25	$23EE	00	1	0	31	14
25	$2099	7A	1	0	4	25
25	$20B9	7A	1	0	5	25
25	$20D9	7A	1	0	6	25
25	$20F9	7A	1	0	7	25
25	$2119	7A	1	0	8	25
25	$2139	7A	1	0	9	25
25	$2159	7A	1	0	10	25
25	$2179	7A	1	0	11	25
25	$2199	7A	1	0	12	25
25	$21B9	7A	1	0	13	25
25	$21D9	7A	1	0	14	25
25	$21F9	7A	1	0	15	25
25	$2219	7A	1	0	16	25
25	$2239	7A	1	0	17	25
25	$2259	7A	1	0	18	25
25	$2279	7A	1	0	19	25
25	$2299	7A	1	0	20	25
25	$22B9	7A	1	0	21	25
25	$22D9	62	1	0	22	25
25	$22F9	7A	1	0	23	25
25	$209A	7A	1	0	4	26
25	$20BA	7A	1	0	5	26
25	$20DA	7A	1	0	6	26
25	$20FA	7A	1	0	7	26
25	$211A	7A	1	0	8	26
25	$213A	7A	1	0	9	26
25	$215A	7A	1	0	10	26
25	$217A	7A	1	0	11	26
25	$219A	7A	1	0	12	26
25	$21BA	7A	1	0	13	26
25	$21DA	7A	1	0	14	26
25	$21FA	7A	1	0	15	26
25	$221A	7A	1	0	16	26
25	$223A	7A	1	0	17	26
25	$225A	7A	1	0	18	26
25	$227A	7A	1	0	19	26
25	$229A	7A	1	0	20	26
25	$22BA	7A	1	0	21	26
25	$22DA	7C	1	0	22	26
25	$22FA	7A	1	0	23	26
25	$209B	7A	1	0	4	27
25	$20BB	7A	1	0	5	27
25	$20DB	7A	1	0	6	27
25	$20FB	7A	1	0	7	27
25	$211B	7A	1	0	8	27
25	$213B	7A	1	0	9	27
25	$215B	7A	1	0	10	27
25	$217B	7A	1	0	11	27
25	$219B	7A	1	0	12	27
25	$21BB	7A	1	0	13	27
25	$21DB	7A	1	0	14	27
25	$21FB	7A	1	0	15	27
25	$221B	7A	1	0	16	27
25	$223B	7A	1	0	17	27
25	$225B	7A	1	0	18	27
25	$227B	7A	1	0	19	27
25	$229B	7A	1	0	20	27
25	$22BB	7A	1	0	21	27
25	$22DB	60	1	0	22	27
25	$22FB	7A	1	0	23	27
25	$23CE	00	1	0	30	14
25	$23D6	00	1	0	30	22
25	$23DE	00	1	0	30	30
25	$23E6	00	1	0	31	6
25	$23EE	00	1	0	31	14
25	$209C	7A	1	0	4	28
25	$20BC	7A	1	0	5	28
25	$20DC	7A	1	0	6	28
25	$20FC	7A	1	0	7	28
25	$211C	7A	1	0	8	28
25	$213C	7A	1	0	9	28
25	$215C	7A	1	0	10	28
25	$217C	7A	1	0	11	28
25	$219C	7A	1	0	12	28
25	$21BC	7A	1	0	13	28
25	$21DC	7A	1	0	14	28
25	$21FC	7A	1	0	15	28
25	$221C	7A	1	0	16	28
25	$223C	7A	1	0	17	28
25	$225C	7A	1	0	18	28
25	$227C	7A	1	0	19	28
25	$229C	7A	1	0	20	28
25	$22BC	7A	1	0	21	28
25	$22DC	7D	1	0	22	28
25	$22FC	7A	1	0	23	28
25	$23CF	00	1	0	30	15
25	$23D7	00	1	0	30	23
25	$23DF	00	1	0	30	31
25	$23E7	00	1	0	31	7
25	$23EF	00	1	0	31	15
25	$209D	7A	1	0	4	29
25	$20BD	7A	1	0	5	29
25	$20DD	7A	1	0	6	29
25	$20FD	7A	1	0	7	29
25	$211D	7A	1	0	8	29
25	$213D	7A	1	0	9	29
25	$215D	7A	1	0	10	29
25	$217D	7A	1	0	11	29
25	$219D	7A	1	0	12	29
25	$21BD	7A	1	0	13	29
25	$21DD	7A	1	0	14	29
25	$21FD	7A	1	0	15	29
25	$221D	7A	1	0	16	29
25	$223D	7A	1	0	17	29
25	$225D	7A	1	0	18	29
25	$227D	7A	1	0	19	29
25	$229D	7A	1	0	20	29
25	$22BD	7A	1	0	21	29
25	$22DD	7A	1	0	22	29
25	$22FD	7A	1	0	23	29
25	$209E	7A	1	0	4	30
25	$20BE	7A	1	0	5	30
25	$20DE	7A	1	0	6	30
25	$20FE	7A	1	0	7	30
25	$211E	7A	1	0	8	30
25	$213E	7A	1	0	9	30
25	$215E	7A	1	0	10	30
25	$217E	7A	1	0	11	30
25	$219E	7A	1	0	12	30
25	$21BE	7A	1	0	13	30
25	$21DE	7A	1	0	14	30
25	$21FE	7A	1	0	15	30
25	$221E	7A	1	0	16	30
25	$223E	7A	1	0	17	30
25	$225E	7A	1	0	18	30
25	$227E	7A	1	0	19	30
25	$229E	7A	1	0	20	30
25	$22BE	7A	1	0	21	30
25	$22DE	7A	1	0	22	30
25	$22FE	7A	1	0	23	30
25	$209F	7A	1	0	4	31
25	$20BF	7A	1	0	5	31
25	$20DF	7A	1	0	6	31
25	$20FF	7A	1	0	7	31
25	$211F	7A	1	0	8	31
25	$213F	7A	1	0	9	31
25	$215F	7A	1	0	10	31
25	$217F	7A	1	0	11	31
25	$219F	7A	1	0	12	31
25	$21BF	7A	1	0	13	31
25	$21DF	7A	1	0	14	31
25	$21FF	7A	1	0	15	31
25	$221F	7A	1	0	16	31
25	$223F	7A	1	0	17	31
25	$225F	7A	1	0	18	31
25	$227F	7A	1	0	19	31
25	$229F	7A	1	0	20	31
25	$22BF	7A	1	0	21	31
25	$22DF	7A	1	0	22	31
25	$22FF	7A	1	0	23	31
25	$23CF	00	1	0	30	15
25	$23D7	00	1	0	30	23
25	$23DF	00	1	0	30	31
25	$23E7	00	1	0	31	7
26	$23EF	00	1	0	31	15
26	$2480	7A	1	1	4	0
26	$24A0	7A	1	1	5	0
26	$24C0	7A	1	1	6	0
26	$24E0	7A	1	1	7	0
26	$2500	7A	1	1	8	0
26	$2520	7A	1	1	9	0
26	$2540	7A	1	1	10	0
26	$2560	7A	1	1	11	0
26	$2580	7A	1	1	12	0
26	$25A0	7A	1	1	13	0
26	$25C0	7A	1	1	14	0
26	$25E0	7A	1	1	15	0
26	$2600	7A	1	1	16	0
26	$2620	7A	1	1	17	0
26	$2640	7A	1	1	18	0
26	$2660	7A	1	1	19	0
26	$2680	7A	1	1	20	0
26	$26A0	7A	1	1	21	0
26	$26C0	7A	1	1	22	0
26	$26E0	7A	1	1	23	0
26	$27C8	00	1	1	30	8
26	$27D0	00	1	1	30	16
26	$27D8	00	1	1	30	24
26	$27E0	00	1	1	31	0
26	$27E8	00	1	1	31	8
26	$2481	7A	1	1	4	1
26	$24A1	7A	1	1	5	1
26	$24C1	7A	1	1	6	1
26	$24E1	7A	1	1	7	1
26	$2501	7A	1	1	8	1
26	$2521	7A	1	1	9	1
26	$2541	7A	1	1	10	1
26	$2561	7A	1	1	11	1
26	$2581	7A	1	1	12	1
26	$25A1	7A	1	1	13	1
26	$25C1	7A	1	1	14	1
26	$25E1	7A	1	1	15	1
26	$2601	7A	1	1	16	1
26	$2621	7A	1	1	17	1
26	$2641	7A	1	1	18	1
26	$2661	7A	1	1	19	1
26	$2681	7A	1	1	20	1
26	$26A1	7A	1	1	21	1
26	$26C1	7A	1	1	22	1
26	$26E1	7A	1	1	23	1
26	$2482	7A	1	1	4	2
26	$24A2	7A	1	1	5	2
26	$24C2	7A	1	1	6	2
26	$24E2	7A	1	1	7	2
26	$2502	7A	1	1	8	2
26	$2522	7A	1	1	9	2
26	$2542	7A	1	1	10	2
26	$2562	7A	1	1	11	2
26	$2582	7A	1	1	12	2
26	$25A2	7A	1	1	13	2
26	$25C2	7A	1	1	14	2
26	$25E2	7A	1	1	15	2
26	$2602	7A	1	1	16	2
26	$2622	7A	1	1	17	2
26	$2642	7A	1	1	18	2
26	$2662	7A	1	1	19	2
26	$2682	7A	1	1	20	2
26	$26A2	7A	1	1	21	2
26	$26C2	7A	1	1	22	2
26	$26E2	7A	1	1	23	2
26	$2483	7A	1	1	4	3
26	$24A3	7A	1	1	5	3
26	$24C3	7A	1	1	6	3
26	$24E3	7A	1	1	7	3
26	$2503	7A	1	1	8	3
26	$2523	7A	1	1	9	3
26	$2543	7A	1	1	10	3
26	$2563	7A	1	1	11	3
26	$2583	7A	1	1	12	3
26	$25A3	7A	1	1	13	3
26	$25C3	7A	1	1	14	3
26	$25E3	7A	1	1	15	3
26	$2603	7A	1	1	16	3
26	$2623	7A	1	1	17	3
26	$2643	7A	1	1	18	3
26	$2663	7A	1	1	19	3
26	$2683	7A	1	1	20	3
26	$26A3	7A	1	1	21	3
26	$26C3	7A	1	1	22	3
26	$26E3	7A	1	1	23	3
26	$27C8	00	1	1	30	8
26	$27D0	00	1	1	30	16
26	$27D8	00	1	1	30	24
26	$27E0	00	1	1	31	0
26	$27E8	00	1	1	31	8
26	$2484	7A	1	1	4	4
26	$24A4	7A	1	1	5	4
26	$24C4	7A	1	1	6	4
26	$24E4	7A	1	1	7	4
26	$2504	7A	1	1	8	4
26	$2524	7A	1	1	9	4
26	$2544	7A	1	1	10	4
26	$2564	7A	1	1	11	4
26	$2584	7A	1	1	12	4
26	$25A4	7A	1	1	13	4
26	$25C4	7A	1	1	14	4
26	$25E4	7A	1	1	15	4
26	$2604	7A	1	1	16	4
26	$2624	7A	1	1	17	4
26	$2644	7A	1	1	18	4
26	$2664	7A	1	1	19	4
26	$2684	7A	1	1	20	4
26	$26A4	7A	1	1	21	4
26	$26C4	7A	1	1	22	4
26	$26E4	7A	1	1	23	4
26	$27C9	00	1	1	30	9
26	$27D1	00	1	1	30	17
26	$27D9	00	1	1	30	25
26	$27E1	00	1	1	31	1
26	$27E9	00	1	1	31	9
26	$2485	7A	1	1	4	5
26	$24A5	7A	1	1	5	5
26	$24C5	7A	1	1	6	5
26	$24E5	7A	1	1	7	5
26	$2505	7A	1	1	8	5
26	$2525	7A	1	1	9	5
26	$2545	7A	1	1	10	5
26	$2565	7A	1	1	11	5
26	$2585	7A	1	1	12	5
26	$25A5	7A	1	1	13	5
26	$25C5	7A	1	1	14	5
26	$25E5	7A	1	1	15	5
26	$2605	7A	1	1	16	5
26	$2625	7A	1	1	17	5
26	$2645	7A	1	1	18	5
26	$2665	7A	1	1	19	5
26	$2685	7A	1	1	20	5
26	$26A5	7A	1	1	21	5
26	$26C5	7A	1	1	22	5
26	$26E5	7A	1	1	23	5
26	$2486	7A	1	1	4	6
26	$24A6	7A	1	1	5	6
26	$24C6	7A	1	1	6	6
26	$24E6	7A	1	1	7	6
26	$2506	7A	1	1	8	6
26	$2526	7A	1	1	9	6
26	$2546	7A	1	1	10	6
26	$2566	7A	1	1	11	6
26	$2586	7A	1	1	12	6
26	$25A6	7A	1	1	13	6
26	$25C6	7A	1	1	14	6
26	$25E6	7A	1	1	15	6
26	$2606	7A	1	1	16	6
26	$2626	7A	1	1	17	6
26	$2646	7A	1	1	18	6
26	$2666	7A	1	1	19	6
26	$2686	7A	1	1	20	6
26	$26A6	7A	1	1	21	6
26	$26C6	7A	1	1	22	6
26	$26E6	7A	1	1	23	6
26	$2487	7A	1	1	4	7
26	$24A7	7A	1	1	5	7
26	$24C7	7A	1	1	6	7
26	$24E7	7A	1	1	7	7
26	$2507	7A	1	1	8	7
26	$2527	7A	1	1	9	7
26	$2547	7A	1	1	10	7
26	$2567	7A	1	1	11	7
26	$2587	7A	1	1	12	7
26	$25A7	7A	1	1	13	7
26	$25C7	7A	1	1	14	7
26	$25E7	7A	1	1	15	7
26	$2607	7A	1	1	16	7
26	$2627	7A	1	1	17	7
26	$2647	7A	1	1	18	7
26	$2667	7A	1	1	19	7
26	$2687	7A	1	1	20	7
26	$26A7	7A	1	1	21	7
26	$26C7	7A	1	1	22	7
26	$26E7	7A	1	1	23	7
26	$27C9	00	1	1	30	9
26	$27D1	00	1	1	30	17
26	$27D9	00	1	1	30	25
26	$27E1	00	1	1	31	1
27	$27E9	00	1	1	31	9
27	$2488	7A	1	1	4	8
27	$24A8	7A	1	1	5	8
27	$24C8	7A	1	1	6	8
27	$24E8	7A	1	1	7	8
27	$2508	7A	1	1	8	8
27	$2528	7A	1	1	9	8
27	$2548	7A	1	1	10	8
27	$2568	7A	1	1	11	8
27	$2588	7A	1	1	12	8
27	$25A8	7A	1	1	13	8
27	$25C8	7A	1	1	14	8
27	$25E8	7A	1	1	15	8
27	$2608	7A	1	1	16	8
27	$2628	7A	1	1	17	8
27	$2648	7A	1	1	18	8
27	$2668	7A	1	1	19	8
27	$2688	7A	1	1	20	8
27	$26A8	7A	1	1	21	8
27	$26C8	7A	1	1	22	8
27	$26E8	7A	1	1	23	8
27	$27CA	00	1	1	30	10
27	$27D2	00	1	1	30	18
27	$27DA	00	1	1	30	26
27	$27E2	00	1	1	31	2
27	$27EA	00	1	1	31	10
27	$2489	7A	1	1	4	9
27	$24A9	7A	1	1	5	9
27	$24C9	7A	1	1	6	9
27	$24E9	7A	1	1	7	9
27	$2509	7A	1	1	8	9
27	$2529	7A	1	1	9	9
27	$2549	7A	1	1	10	9
27	$2569	7A	1	1	11	9
27	$2589	7A	1	1	12	9
27	$25A9	7A	1	1	13	9
27	$25C9	7A	1	1	14	9
27	$25E9	7A	1	1	15	9
27	$2609	7A	1	1	16	9
27	$2629	7A	1	1	17	9
27	$2649	7A	1	1	18	9
27	$2669	7A	1	1	19	9
27	$2689	7A	1	1	20	9
27	$26A9	7A	1	1	21	9
27	$26C9	7A	1	1	22	9
27	$26E9	7A	1	1	23	9
27	$248A	7A	1	1	4	10
27	$24AA	7A	1	1	5	10
27	$24CA	7A	1	1	6	10
27	$24EA	7A	1	1	7	10
27	$250A	7A	1	1	8	10
27	$252A	7A	1	1	9	10
27	$254A	7A	1	1	10	10
27	$256A	7A	1	1	11	10
27	$258A	7A	1	1	12	10
27	$25AA	7A	1	1	13	10
27	$25CA	7A	1	1	14	10
27	$25EA	7A	1	1	15	10
27	$260A	7A	1	1	16	10
27	$262A	7A	1	1	17	10
27	$264A	7A	1	1	18	10
27	$266A	7A	1	1	19	10
27	$268A	7A	1	1	20	10
27	$26AA	7A	1	1	21	10
27	$26CA	7A	1	1	22	10
27	$26EA	7A	1	1	23	10
27	$248B	7A	1	1	4	11
27	$24AB	7A	1	1	5	11
27	$24CB	7A	1	1	6	11
27	$24EB	7A	1	1	7	11
27	$250B	7A	1	1	8	11
27	$252B	7A	1	1	9	11
27	$254B	7A	1	1	10	11
27	$256B	7A	1	1	11	11
27	$258B	7A	1	1	12	11
27	$25AB	7A	1	1	13	11
27	$25CB	7A	1	1	14	11
27	$25EB	7A	1	1	15	11
27	$260B	7A	1	1	16	11
27	$262B	7A	1	1	17	11
27	$264B	7A	1	1	18	11
27	$266B	7A	1	1	19	11
27	$268B	7A	1	1	20	11
27	$26AB	7A	1	1	21	11
27	$26CB	7A	1	1	22	11
27	$26EB	7A	1	1	23	11
27	$27CA	00	1	1	30	10
27	$27D2	00	1	1	30	18
27	$27DA	00	1	1	30	26
27	$27E2	00	1	1	31	2
27	$27EA	00	1	1	31	10
30	$27F8	FF	1	1	31	24
30	$27F9	FF	1	1	31	25
30	$27FA	FF	1	1	31	26
30	$27FB	FF	1	1	31	27
30	$27FC	FF	1	1	31	28
30	$27FD	FF	1	1	31	29
30	$27FE	FF	1	1	31	30
30	$27FF	FF	1	1	31	31
30	$27F0	FF	1	1	31	16
30	$27F1	FF	1	1	31	17
30	$27F2	FF	1	1	31	18
30	$27F3	FF	1	1	31	19
30	$27F4	FF	1	1	31	20
30	$27F5	FF	1	1	31	21
30	$27F6	FF	1	1	31	22
30	$27F7	FF	1	1	31	23
30	$27C0	FF	1	1	30	0
30	$27C1	FF	1	1	30	1
30	$27C2	FF	1	1	30	2
30	$27C3	FF	1	1	30	3
30	$27C4	FF	1	1	30	4
30	$27C5	FF	1	1	30	5
30	$27C6	FF	1	1	30	6
30	$27C7	FF	1	1	30	7
30	$23F8	FF	1	0	31	24
30	$23F9	FF	1	0	31	25
30	$23FA	FF	1	0	31	26
30	$23FB	FF	1	0	31	27
30	$23FC	FF	1	0	31	28
30	$23FD	FF	1	0	31	29
30	$23FE	FF	1	0	31	30
30	$23FF	FF	1	0	31	31
30	$23F0	FF	1	0	31	16
30	$23F1	FF	1	0	31	17
30	$23F2	FF	1	0	31	18
30	$23F3	FF	1	0	31	19
30	$23F4	FF	1	0	31	20
30	$23F5	FF	1	0	31	21
30	$23F6	FF	1	0	31	22
30	$23F7	FF	1	0	31	23
30	$23C0	FF	1	0	30	0
30	$23C1	FF	1	0	30	1
30	$23C2	FF	1	0	30	2
30	$23C3	FF	1	0	30	3
30	$23C4	FF	1	0	30	4
30	$23C5	FF	1	0	30	5
30	$23C6	FF	1	0	30	6
30	$23C7	FF	1	0	30	7
216	$2000	00	2	0	0	0
216	$2001	00	2	0	0	1
216	$2002	00	2	0	0	2
216	$2003	00	2	0	0	3
216	$2004	00	2	0	0	4
216	$2005	00	2	0	0	5
216	$2006	00	2	0	0	6
216	$2007	00	2	0	0	7
216	$2008	00	2	0	0	8
216	$2009	00	2	0	0	9
216	$200A	00	2	0	0	10
216	$200B	00	2	0	0	11
216	$200C	00	2	0	0	12
216	$200D	00	2	0	0	13
216	$200E	00	2	0	0	14
216	$200F	00	2	0	0	15
216	$2010	00	2	0	0	16
216	$2011	00	2	0	0	17
216	$2012	00	2	0	0	18
216	$2013	00	2	0	0	19
216	$2014	00	2	0	0	20
216	$2015	00	2	0	0	21
216	$2016	00	2	0	0	22
216	$2017	00	2	0	0	23
216	$2018	00	2	0	0	24
216	$2019	00	2	0	0	25
216	$201A	00	2	0	0	26
216	$201B	00	2	0	0	27
216	$201C	00	2	0	0	28
216	$201D	00	2	0	0	29
216	$201E	00	2	0	0	30
216	$201F	00	2	0	0	31
216	$2020	00	2	0	1	0
216	$2021	00	2	0	1	1
216	$2022	00	2	0	1	2
216	$2023	00	2	0	1	3
216	$2024	00	2	0	1	4
216	$2025	00	2	0	1	5
216	$2026	00	2	0	1	6
216	$2027	00	2	0	1	7
216	$2028	00	2	0	1	8
216	$2029	00	2	0	1	9
216	$202A	00	2	0	1	10
216	$202B	00	2	0	1	11
216	$202C	00	2	0	1	12
216	$202D	00	2	0	1	13
216	$202E	00	2	0	1	14
216	$202F	00	2	0	1	15
216	$2030	00	2	0	1	16
216	$2031	00	2	0	1	17
216	$2032	00	2	0	1	18
216	$2033	00	2	0	1	19
216	$2034	00	2	0	1	20
216	$2035	00	2	0	1	21
216	$2036	00	2	0	1	22
216	$2037	00	2	0	1	23
216	$2038	00	2	0	1	24
216	$2039	00	2	0	1	25
216	$203A	00	2	0	1	26
216	$203B	00	2	0	1	27
216	$203C	00	2	0	1	28
216	$203D	00	2	0	1	29
216	$203E	00	2	0	1	30
216	$203F	00	2	0	1	31
216	$2040	00	2	0	2	0
216	$2041	00	2	0	2	1
216	$2042	00	2	0	2	2
216	$2043	00	2	0	2	3
216	$2044	00	2	0	2	4
216	$2045	00	2	0	2	5
216	$2046	00	2	0	2	6
216	$2047	00	2	0	2	7
216	$2048	00	2	0	2	8
216	$2049	00	2	0	2	9
216	$204A	00	2	0	2	10
216	$204B	00	2	0	2	11
216	$204C	00	2	0	2	12
216	$204D	00	2	0	2	13
216	$204E	00	2	0	2	14
216	$204F	00	2	0	2	15
216	$2050	00	2	0	2	16
216	$2051	00	2	0	2	17
216	$2052	00	2	0	2	18
