frame	cpu_address	value	pc	a	x	y	mapper_control	r6	r7
1060	6369	00	DBA6	00	00	69	07	04	05
1060	636A	00	DBA6	00	00	6A	07	04	05
1060	636B	00	DBA6	00	00	6B	07	04	05
1060	636C	00	DBA6	00	00	6C	07	04	05
1060	636D	00	DBA6	00	00	6D	07	04	05
1060	636E	00	DBA6	00	00	6E	07	04	05
1060	636F	00	DBA6	00	00	6F	07	04	05
1060	6370	00	DBA6	00	00	70	07	04	05
1060	6371	00	DBA6	00	00	71	07	04	05
1060	6372	00	DBA6	00	00	72	07	04	05
1060	6373	00	DBA6	00	00	73	07	04	05
1060	6374	00	DBA6	00	00	74	07	04	05
1060	6375	00	DBA6	00	00	75	07	04	05
1060	6376	00	DBA6	00	00	76	07	04	05
1060	6377	00	DBA6	00	00	77	07	04	05
1060	6378	00	DBA6	00	00	78	07	04	05
1060	6379	00	DBA6	00	00	79	07	04	05
1060	637A	00	DBA6	00	00	7A	07	04	05
1060	637B	00	DBA6	00	00	7B	07	04	05
1060	637C	00	DBA6	00	00	7C	07	04	05
1060	637D	00	DBA6	00	00	7D	07	04	05
1060	637E	00	DBA6	00	00	7E	07	04	05
1060	637F	00	DBA6	00	00	7F	07	04	05
1060	6380	00	DBA6	00	00	80	07	04	05
1060	6500	00	DBA6	00	00	00	07	04	05
1060	6501	00	DBA6	00	00	01	07	04	05
1060	6502	00	DBA6	00	00	02	07	04	05
1060	6503	00	DBA6	00	00	03	07	04	05
1060	6504	00	DBA6	00	00	04	07	04	05
1060	6505	00	DBA6	00	00	05	07	04	05
1060	6506	00	DBA6	00	00	06	07	04	05
1060	6507	00	DBA6	00	00	07	07	04	05
1060	6508	00	DBA6	00	00	08	07	04	05
1060	6509	00	DBA6	00	00	09	07	04	05
1060	650A	00	DBA6	00	00	0A	07	04	05
1063	60A0	7A	D373	7A	01	00	05	04	05
1063	60A1	7A	D373	7A	01	00	05	04	05
1063	60A2	7A	D373	7A	01	00	05	04	05
1063	60A3	7A	D373	7A	01	00	05	04	05
1063	60A4	7A	D373	7A	01	00	05	04	05
1063	60A5	7A	D373	7A	01	00	05	04	05
1063	60A6	7A	D373	7A	01	00	05	04	05
1063	60A7	7A	D373	7A	01	00	05	04	05
1063	60A8	7A	D373	7A	01	00	05	04	05
1063	60A9	7A	D373	7A	01	00	05	04	05
1063	60AA	7A	D373	7A	01	00	05	04	05
1063	60AB	7A	D373	7A	01	00	05	04	05
1063	60AC	7A	D373	7A	01	00	05	04	05
1063	60AD	7A	D373	7A	01	00	05	04	05
1063	60AE	7A	D373	7A	01	00	05	04	05
1063	60AF	7A	D373	7A	01	00	05	04	05
1063	60B0	7A	D373	7A	01	00	05	04	05
1063	60B1	7A	D373	7A	01	00	05	04	05
1063	60B2	7A	D373	7A	01	00	05	04	05
1063	60B3	7A	D373	7A	01	00	05	04	05
1063	60B4	7A	D373	7A	01	00	05	04	05
1063	60B5	7A	D373	7A	01	00	05	04	05
1063	60B6	7A	D373	7A	01	00	05	04	05
1063	60B7	7A	D373	7A	01	00	05	04	05
1063	60B8	7A	D373	7A	01	00	05	04	05
1063	60B9	7A	D373	7A	01	00	05	04	05
1063	60BA	7A	D373	7A	01	00	05	04	05
1063	60BB	7A	D373	7A	01	00	05	04	05
1063	60BC	7A	D373	7A	01	00	05	04	05
1063	60BD	7A	D373	7A	01	00	05	04	05
1063	60BE	7A	D373	7A	01	00	05	04	05
1063	60BF	7A	D373	7A	01	00	05	04	05
1063	60C0	7A	D373	7A	01	00	05	04	05
1065	6360	00	D373	00	01	00	05	04	05
1065	6361	00	D373	00	01	00	05	04	05
1065	6362	00	D373	00	01	00	05	04	05
1065	6363	00	D373	00	01	00	05	04	05
1065	6364	00	D373	00	01	00	05	04	05
1065	6365	00	D373	00	01	00	05	04	05
1065	6366	00	D373	00	01	00	05	04	05
1065	6367	00	D373	00	01	00	05	04	05
1065	6368	00	D373	00	01	00	05	04	05
1065	6369	00	D373	00	01	00	05	04	05
1065	636A	00	D373	00	01	00	05	04	05
1065	636B	00	D373	00	01	00	05	04	05
1065	636C	00	D373	00	01	00	05	04	05
1065	636D	00	D373	00	01	00	05	04	05
1065	636E	00	D373	00	01	00	05	04	05
1065	636F	00	D373	00	01	00	05	04	05
1065	6370	00	D373	00	01	00	05	04	05
1065	6371	00	D373	00	01	00	05	04	05
1065	6372	00	D373	00	01	00	05	04	05
1065	6373	00	D373	00	01	00	05	04	05
1065	6374	00	D373	00	01	00	05	04	05
1065	6375	00	D373	00	01	00	05	04	05
1065	6376	00	D373	00	01	00	05	04	05
1065	6377	00	D373	00	01	00	05	04	05
1065	6378	00	D373	00	01	00	05	04	05
1065	6379	00	D373	00	01	00	05	04	05
1065	637A	00	D373	00	01	00	05	04	05
1065	637B	00	D373	00	01	00	05	04	05
1065	637C	00	D373	00	01	00	05	04	05
1065	637D	00	D373	00	01	00	05	04	05
1065	637E	00	D373	00	01	00	05	04	05
1065	637F	00	D373	00	01	00	05	04	05
1065	6380	00	D373	00	01	00	05	04	05
1066	6500	7A	D373	7A	01	00	05	04	05
1066	6501	7A	D373	7A	01	00	05	04	05
1066	6502	7A	D373	7A	01	00	05	04	05
1066	6503	7A	D373	7A	01	00	05	04	05
1066	6504	7A	D373	7A	01	00	05	04	05
1066	6505	7A	D373	7A	01	00	05	04	05
1066	6506	7A	D373	7A	01	00	05	04	05
1066	6507	7A	D373	7A	01	00	05	04	05
1066	6508	7A	D373	7A	01	00	05	04	05
1066	6509	7A	D373	7A	01	00	05	04	05
1066	650A	7A	D373	7A	01	00	05	04	05
1069	60AA	FF	E888	FF	15	00	07	08	09
1069	60AB	7A	E888	7A	15	01	07	08	09
1069	60AC	09	E888	09	38	02	07	08	09
1069	60AD	3B	E888	3B	38	03	07	08	09
1069	60AE	21	E888	21	38	04	07	08	09
1069	60AF	7A	E888	7A	38	05	07	08	09
1069	60B0	23	E888	23	38	06	07	08	09
1069	60B1	3B	E888	3B	38	07	07	08	09
1069	60B2	14	E888	14	38	08	07	08	09
1069	60B3	7A	E888	7A	38	09	07	08	09
1069	60B4	FF	E888	FF	15	0A	07	08	09
1141	60A0	00	DBA6	00	00	A0	07	0C	0D
1141	60A1	00	DBA6	00	00	A1	07	0C	0D
1141	60A2	00	DBA6	00	00	A2	07	0C	0D
1141	60A3	00	DBA6	00	00	A3	07	0C	0D
1141	60A4	00	DBA6	00	00	A4	07	0C	0D
1141	60A5	00	DBA6	00	00	A5	07	0C	0D
1141	60A6	00	DBA6	00	00	A6	07	0C	0D
1141	60A7	00	DBA6	00	00	A7	07	0C	0D
1141	60A8	00	DBA6	00	00	A8	07	0C	0D
1141	60A9	00	DBA6	00	00	A9	07	0C	0D
1141	60AA	00	DBA6	00	00	AA	07	0C	0D
1141	60AB	00	DBA6	00	00	AB	07	0C	0D
1141	60AC	00	DBA6	00	00	AC	07	0C	0D
1141	60AD	00	DBA6	00	00	AD	07	0C	0D
1141	60AE	00	DBA6	00	00	AE	07	0C	0D
1141	60AF	00	DBA6	00	00	AF	07	0C	0D
1141	60B0	00	DBA6	00	00	B0	07	0C	0D
1141	60B1	00	DBA6	00	00	B1	07	0C	0D
1141	60B2	00	DBA6	00	00	B2	07	0C	0D
1141	60B3	00	DBA6	00	00	B3	07	0C	0D
1141	60B4	00	DBA6	00	00	B4	07	0C	0D
1141	60B5	00	DBA6	00	00	B5	07	0C	0D
1141	60B6	00	DBA6	00	00	B6	07	0C	0D
1141	60B7	00	DBA6	00	00	B7	07	0C	0D
1141	60B8	00	DBA6	00	00	B8	07	0C	0D
1141	60B9	00	DBA6	00	00	B9	07	0C	0D
1141	60BA	00	DBA6	00	00	BA	07	0C	0D
1141	60BB	00	DBA6	00	00	BB	07	0C	0D
1141	60BC	00	DBA6	00	00	BC	07	0C	0D
1141	60BD	00	DBA6	00	00	BD	07	0C	0D
1141	60BE	00	DBA6	00	00	BE	07	0C	0D
1141	60BF	00	DBA6	00	00	BF	07	0C	0D
1141	60C0	00	DBA6	00	00	C0	07	0C	0D
1141	6360	00	DBA6	00	00	60	07	0C	0D
1141	6361	00	DBA6	00	00	61	07	0C	0D
1141	6362	00	DBA6	00	00	62	07	0C	0D
1141	6363	00	DBA6	00	00	63	07	0C	0D
1141	6364	00	DBA6	00	00	64	07	0C	0D
1141	6365	00	DBA6	00	00	65	07	0C	0D
1141	6366	00	DBA6	00	00	66	07	0C	0D
1141	6367	00	DBA6	00	00	67	07	0C	0D
1141	6368	00	DBA6	00	00	68	07	0C	0D
1141	6369	00	DBA6	00	00	69	07	0C	0D
1141	636A	00	DBA6	00	00	6A	07	0C	0D
1141	636B	00	DBA6	00	00	6B	07	0C	0D
1141	636C	00	DBA6	00	00	6C	07	0C	0D
1141	636D	00	DBA6	00	00	6D	07	0C	0D
1141	636E	00	DBA6	00	00	6E	07	0C	0D
1141	636F	00	DBA6	00	00	6F	07	0C	0D
1141	6370	00	DBA6	00	00	70	07	0C	0D
1141	6371	00	DBA6	00	00	71	07	0C	0D
1141	6372	00	DBA6	00	00	72	07	0C	0D
1141	6373	00	DBA6	00	00	73	07	0C	0D
1141	6374	00	DBA6	00	00	74	07	0C	0D
1141	6375	00	DBA6	00	00	75	07	0C	0D
1141	6376	00	DBA6	00	00	76	07	0C	0D
1141	6377	00	DBA6	00	00	77	07	0C	0D
1141	6378	00	DBA6	00	00	78	07	0C	0D
1141	6379	00	DBA6	00	00	79	07	0C	0D
1141	637A	00	DBA6	00	00	7A	07	0C	0D
1141	637B	00	DBA6	00	00	7B	07	0C	0D
1141	637C	00	DBA6	00	00	7C	07	0C	0D
1141	637D	00	DBA6	00	00	7D	07	0C	0D
1141	637E	00	DBA6	00	00	7E	07	0C	0D
1141	637F	00	DBA6	00	00	7F	07	0C	0D
1141	6380	00	DBA6	00	00	80	07	0C	0D
1141	6500	00	DBA6	00	00	00	07	0C	0D
1141	6501	00	DBA6	00	00	01	07	0C	0D
1141	6502	00	DBA6	00	00	02	07	0C	0D
1141	6503	00	DBA6	00	00	03	07	0C	0D
1141	6504	00	DBA6	00	00	04	07	0C	0D
1141	6505	00	DBA6	00	00	05	07	0C	0D
1141	6506	00	DBA6	00	00	06	07	0C	0D
1141	6507	00	DBA6	00	00	07	07	0C	0D
1141	6508	00	DBA6	00	00	08	07	0C	0D
1141	6509	00	DBA6	00	00	09	07	0C	0D
1141	650A	00	DBA6	00	00	0A	07	0C	0D
1144	60A0	00	DBA6	00	00	A0	07	0C	0D
1144	60A1	00	DBA6	00	00	A1	07	0C	0D
1144	60A2	00	DBA6	00	00	A2	07	0C	0D
1144	60A3	00	DBA6	00	00	A3	07	0C	0D
1144	60A4	00	DBA6	00	00	A4	07	0C	0D
1144	60A5	00	DBA6	00	00	A5	07	0C	0D
1144	60A6	00	DBA6	00	00	A6	07	0C	0D
1144	60A7	00	DBA6	00	00	A7	07	0C	0D
1144	60A8	00	DBA6	00	00	A8	07	0C	0D
1144	60A9	00	DBA6	00	00	A9	07	0C	0D
1144	60AA	00	DBA6	00	00	AA	07	0C	0D
1144	60AB	00	DBA6	00	00	AB	07	0C	0D
1144	60AC	00	DBA6	00	00	AC	07	0C	0D
1144	60AD	00	DBA6	00	00	AD	07	0C	0D
1144	60AE	00	DBA6	00	00	AE	07	0C	0D
1144	60AF	00	DBA6	00	00	AF	07	0C	0D
1144	60B0	00	DBA6	00	00	B0	07	0C	0D
1144	60B1	00	DBA6	00	00	B1	07	0C	0D
1144	60B2	00	DBA6	00	00	B2	07	0C	0D
1144	60B3	00	DBA6	00	00	B3	07	0C	0D
1144	60B4	00	DBA6	00	00	B4	07	0C	0D
1144	60B5	00	DBA6	00	00	B5	07	0C	0D
1144	60B6	00	DBA6	00	00	B6	07	0C	0D
1144	60B7	00	DBA6	00	00	B7	07	0C	0D
1144	60B8	00	DBA6	00	00	B8	07	0C	0D
1144	60B9	00	DBA6	00	00	B9	07	0C	0D
1144	60BA	00	DBA6	00	00	BA	07	0C	0D
1144	60BB	00	DBA6	00	00	BB	07	0C	0D
1144	60BC	00	DBA6	00	00	BC	07	0C	0D
1144	60BD	00	DBA6	00	00	BD	07	0C	0D
1144	60BE	00	DBA6	00	00	BE	07	0C	0D
1144	60BF	00	DBA6	00	00	BF	07	0C	0D
1144	60C0	00	DBA6	00	00	C0	07	0C	0D
1144	6360	00	DBA6	00	00	60	07	0C	0D
1144	6361	00	DBA6	00	00	61	07	0C	0D
1144	6362	00	DBA6	00	00	62	07	0C	0D
1144	6363	00	DBA6	00	00	63	07	0C	0D
1144	6364	00	DBA6	00	00	64	07	0C	0D
1144	6365	00	DBA6	00	00	65	07	0C	0D
1144	6366	00	DBA6	00	00	66	07	0C	0D
1144	6367	00	DBA6	00	00	67	07	0C	0D
1144	6368	00	DBA6	00	00	68	07	0C	0D
1144	6369	00	DBA6	00	00	69	07	0C	0D
1144	636A	00	DBA6	00	00	6A	07	0C	0D
1144	636B	00	DBA6	00	00	6B	07	0C	0D
1144	636C	00	DBA6	00	00	6C	07	0C	0D
1144	636D	00	DBA6	00	00	6D	07	0C	0D
1144	636E	00	DBA6	00	00	6E	07	0C	0D
1144	636F	00	DBA6	00	00	6F	07	0C	0D
1144	6370	00	DBA6	00	00	70	07	0C	0D
1144	6371	00	DBA6	00	00	71	07	0C	0D
1144	6372	00	DBA6	00	00	72	07	0C	0D
1144	6373	00	DBA6	00	00	73	07	0C	0D
1144	6374	00	DBA6	00	00	74	07	0C	0D
1144	6375	00	DBA6	00	00	75	07	0C	0D
1144	6376	00	DBA6	00	00	76	07	0C	0D
1144	6377	00	DBA6	00	00	77	07	0C	0D
1144	6378	00	DBA6	00	00	78	07	0C	0D
1144	6379	00	DBA6	00	00	79	07	0C	0D
1144	637A	00	DBA6	00	00	7A	07	0C	0D
1144	637B	00	DBA6	00	00	7B	07	0C	0D
1144	637C	00	DBA6	00	00	7C	07	0C	0D
1144	637D	00	DBA6	00	00	7D	07	0C	0D
1144	637E	00	DBA6	00	00	7E	07	0C	0D
1144	637F	00	DBA6	00	00	7F	07	0C	0D
1144	6380	00	DBA6	00	00	80	07	0C	0D
1144	6500	00	DBA6	00	00	00	07	0C	0D
1144	6501	00	DBA6	00	00	01	07	0C	0D
1144	6502	00	DBA6	00	00	02	07	0C	0D
1144	6503	00	DBA6	00	00	03	07	0C	0D
1144	6504	00	DBA6	00	00	04	07	0C	0D
1144	6505	00	DBA6	00	00	05	07	0C	0D
1144	6506	00	DBA6	00	00	06	07	0C	0D
1144	6507	00	DBA6	00	00	07	07	0C	0D
1144	6508	00	DBA6	00	00	08	07	0C	0D
1144	6509	00	DBA6	00	00	09	07	0C	0D
1144	650A	00	DBA6	00	00	0A	07	0C	0D
1147	60A0	00	DBA6	00	00	A0	07	0C	0D
1147	60A1	00	DBA6	00	00	A1	07	0C	0D
1147	60A2	00	DBA6	00	00	A2	07	0C	0D
1147	60A3	00	DBA6	00	00	A3	07	0C	0D
1147	60A4	00	DBA6	00	00	A4	07	0C	0D
1147	60A5	00	DBA6	00	00	A5	07	0C	0D
1147	60A6	00	DBA6	00	00	A6	07	0C	0D
1147	60A7	00	DBA6	00	00	A7	07	0C	0D
1147	60A8	00	DBA6	00	00	A8	07	0C	0D
1147	60A9	00	DBA6	00	00	A9	07	0C	0D
1147	60AA	00	DBA6	00	00	AA	07	0C	0D
1147	60AB	00	DBA6	00	00	AB	07	0C	0D
1147	60AC	00	DBA6	00	00	AC	07	0C	0D
1147	60AD	00	DBA6	00	00	AD	07	0C	0D
1147	60AE	00	DBA6	00	00	AE	07	0C	0D
1147	60AF	00	DBA6	00	00	AF	07	0C	0D
1147	60B0	00	DBA6	00	00	B0	07	0C	0D
1147	60B1	00	DBA6	00	00	B1	07	0C	0D
1147	60B2	00	DBA6	00	00	B2	07	0C	0D
1147	60B3	00	DBA6	00	00	B3	07	0C	0D
1147	60B4	00	DBA6	00	00	B4	07	0C	0D
1147	60B5	00	DBA6	00	00	B5	07	0C	0D
1147	60B6	00	DBA6	00	00	B6	07	0C	0D
1147	60B7	00	DBA6	00	00	B7	07	0C	0D
1147	60B8	00	DBA6	00	00	B8	07	0C	0D
1147	60B9	00	DBA6	00	00	B9	07	0C	0D
1147	60BA	00	DBA6	00	00	BA	07	0C	0D
1147	60BB	00	DBA6	00	00	BB	07	0C	0D
1147	60BC	00	DBA6	00	00	BC	07	0C	0D
1147	60BD	00	DBA6	00	00	BD	07	0C	0D
1147	60BE	00	DBA6	00	00	BE	07	0C	0D
1147	60BF	00	DBA6	00	00	BF	07	0C	0D
1147	60C0	00	DBA6	00	00	C0	07	0C	0D
1147	6360	00	DBA6	00	00	60	07	0C	0D
1147	6361	00	DBA6	00	00	61	07	0C	0D
1147	6362	00	DBA6	00	00	62	07	0C	0D
1147	6363	00	DBA6	00	00	63	07	0C	0D
1147	6364	00	DBA6	00	00	64	07	0C	0D
1147	6365	00	DBA6	00	00	65	07	0C	0D
1147	6366	00	DBA6	00	00	66	07	0C	0D
1147	6367	00	DBA6	00	00	67	07	0C	0D
1147	6368	00	DBA6	00	00	68	07	0C	0D
1147	6369	00	DBA6	00	00	69	07	0C	0D
1147	636A	00	DBA6	00	00	6A	07	0C	0D
1147	636B	00	DBA6	00	00	6B	07	0C	0D
1147	636C	00	DBA6	00	00	6C	07	0C	0D
1147	636D	00	DBA6	00	00	6D	07	0C	0D
1147	636E	00	DBA6	00	00	6E	07	0C	0D
1147	636F	00	DBA6	00	00	6F	07	0C	0D
1147	6370	00	DBA6	00	00	70	07	0C	0D
1147	6371	00	DBA6	00	00	71	07	0C	0D
1147	6372	00	DBA6	00	00	72	07	0C	0D
1147	6373	00	DBA6	00	00	73	07	0C	0D
1147	6374	00	DBA6	00	00	74	07	0C	0D
1147	6375	00	DBA6	00	00	75	07	0C	0D
1147	6376	00	DBA6	00	00	76	07	0C	0D
1147	6377	00	DBA6	00	00	77	07	0C	0D
1147	6378	00	DBA6	00	00	78	07	0C	0D
1147	6379	00	DBA6	00	00	79	07	0C	0D
1147	637A	00	DBA6	00	00	7A	07	0C	0D
1147	637B	00	DBA6	00	00	7B	07	0C	0D
1147	637C	00	DBA6	00	00	7C	07	0C	0D
1147	637D	00	DBA6	00	00	7D	07	0C	0D
1147	637E	00	DBA6	00	00	7E	07	0C	0D
1147	637F	00	DBA6	00	00	7F	07	0C	0D
1147	6380	00	DBA6	00	00	80	07	0C	0D
1147	6500	00	DBA6	00	00	00	07	0C	0D
1147	6501	00	DBA6	00	00	01	07	0C	0D
1147	6502	00	DBA6	00	00	02	07	0C	0D
1147	6503	00	DBA6	00	00	03	07	0C	0D
1147	6504	00	DBA6	00	00	04	07	0C	0D
1147	6505	00	DBA6	00	00	05	07	0C	0D
1147	6506	00	DBA6	00	00	06	07	0C	0D
1147	6507	00	DBA6	00	00	07	07	0C	0D
1147	6508	00	DBA6	00	00	08	07	0C	0D
1147	6509	00	DBA6	00	00	09	07	0C	0D
1147	650A	00	DBA6	00	00	0A	07	0C	0D
1261	60A0	2A	D373	2A	01	00	05	0C	0D
1261	60A1	2B	D373	2B	03	00	05	0C	0D
1261	60A2	2B	D373	2B	02	00	05	0C	0D
1261	60A3	2B	D373	2B	01	00	05	0C	0D
1261	60A4	2C	D373	2C	01	00	05	0C	0D
1261	60A5	1D	D373	1D	05	00	05	0C	0D
1261	60A6	1D	D373	1D	04	00	05	0C	0D
1261	60A7	1D	D373	1D	03	00	05	0C	0D
1261	60A8	1D	D373	1D	02	00	05	0C	0D
1261	60A9	1D	D373	1D	01	00	05	0C	0D
1261	60AA	2A	D373	2A	01	00	05	0C	0D
1261	60AB	2B	D373	2B	03	00	05	0C	0D
1261	60AC	2B	D373	2B	02	00	05	0C	0D
1261	60AD	2B	D373	2B	01	00	05	0C	0D
1261	60AE	2C	D373	2C	04	00	05	0C	0D
1261	60AF	3D	D373	3D	03	00	05	0C	0D
1261	60B0	00	D373	00	02	00	05	0C	0D
1261	60B1	47	D373	47	01	00	05	0C	0D
1261	60B2	48	D373	48	03	00	05	0C	0D
1261	60B3	48	D373	48	02	00	05	0C	0D
1261	60B4	48	D373	48	01	00	05	0C	0D
1261	60B5	49	D373	49	01	00	05	0C	0D
1261	60B6	24	D373	24	02	00	05	0C	0D
1261	60B7	24	D373	24	01	00	05	0C	0D
1261	60B8	25	D373	25	02	00	05	0C	0D
1261	60B9	26	D373	26	01	00	05	0C	0D
1261	60BA	24	D373	24	02	00	05	0C	0D
1261	60BB	24	D373	24	01	00	05	0C	0D
1261	60BC	ED	D373	ED	04	00	05	0C	0D
1261	60BD	EE	D373	EE	03	00	05	0C	0D
1261	60BE	EF	D373	EF	02	00	05	0C	0D
1261	60BF	00	D373	00	01	00	05	0C	0D
1261	60C0	1D	D373	1D	04	00	05	0C	0D
1264	6360	00	D373	00	01	00	05	0C	0D
1264	6361	00	D373	00	01	00	05	0C	0D
1264	6362	00	D373	00	01	00	05	0C	0D
1264	6363	00	D373	00	01	00	05	0C	0D
1264	6364	00	D373	00	01	00	05	0C	0D
1264	6365	00	D373	00	01	00	05	0C	0D
1264	6366	00	D373	00	01	00	05	0C	0D
1264	6367	00	D373	00	01	00	05	0C	0D
1264	6368	00	D373	00	01	00	05	0C	0D
1264	6369	00	D373	00	01	00	05	0C	0D
1264	636A	00	D373	00	01	00	05	0C	0D
1264	636B	00	D373	00	01	00	05	0C	0D
1264	636C	00	D373	00	01	00	05	0C	0D
1264	636D	00	D373	00	01	00	05	0C	0D
1264	636E	00	D373	00	01	00	05	0C	0D
1264	636F	00	D373	00	01	00	05	0C	0D
1264	6370	00	D373	00	01	00	05	0C	0D
1264	6371	00	D373	00	01	00	05	0C	0D
1264	6372	00	D373	00	01	00	05	0C	0D
1264	6373	00	D373	00	01	00	05	0C	0D
1264	6374	00	D373	00	01	00	05	0C	0D
1264	6375	00	D373	00	01	00	05	0C	0D
1264	6376	00	D373	00	01	00	05	0C	0D
1264	6377	00	D373	00	01	00	05	0C	0D
1264	6378	00	D373	00	01	00	05	0C	0D
1264	6379	00	D373	00	01	00	05	0C	0D
1264	637A	00	D373	00	01	00	05	0C	0D
1264	637B	00	D373	00	01	00	05	0C	0D
1264	637C	00	D373	00	01	00	05	0C	0D
1264	637D	00	D373	00	01	00	05	0C	0D
1264	637E	00	D373	00	01	00	05	0C	0D
1264	637F	00	D373	00	01	00	05	0C	0D
1264	6380	00	D373	00	01	00	05	0C	0D
1266	6500	10	D373	10	02	00	05	0C	0D
1266	6501	11	D373	11	01	00	05	0C	0D
1266	6502	10	D373	10	02	00	05	0C	0D
1266	6503	11	D373	11	01	00	05	0C	0D
1266	6504	10	D373	10	02	00	05	0C	0D
1266	6505	11	D373	11	01	00	05	0C	0D
1266	6506	10	D373	10	02	00	05	0C	0D
1266	6507	11	D373	11	01	00	05	0C	0D
1266	6508	10	D373	10	02	00	05	0C	0D
1266	6509	11	D373	11	01	00	05	0C	0D
1266	650A	10	D373	10	02	00	05	0C	0D
1727	60A0	00	DBA6	00	00	A0	07	06	07
1727	60A1	00	DBA6	00	00	A1	07	06	07
1727	60A2	00	DBA6	00	00	A2	07	06	07
1727	60A3	00	DBA6	00	00	A3	07	06	07
1727	60A4	00	DBA6	00	00	A4	07	06	07
1727	60A5	00	DBA6	00	00	A5	07	06	07
1727	60A6	00	DBA6	00	00	A6	07	06	07
1727	60A7	00	DBA6	00	00	A7	07	06	07
1727	60A8	00	DBA6	00	00	A8	07	06	07
1727	60A9	00	DBA6	00	00	A9	07	06	07
1727	60AA	00	DBA6	00	00	AA	07	06	07
1727	60AB	00	DBA6	00	00	AB	07	06	07
1727	60AC	00	DBA6	00	00	AC	07	06	07
1727	60AD	00	DBA6	00	00	AD	07	06	07
1727	60AE	00	DBA6	00	00	AE	07	06	07
1727	60AF	00	DBA6	00	00	AF	07	06	07
1727	60B0	00	DBA6	00	00	B0	07	06	07
1727	60B1	00	DBA6	00	00	B1	07	06	07
1727	60B2	00	DBA6	00	00	B2	07	06	07
1727	60B3	00	DBA6	00	00	B3	07	06	07
1727	60B4	00	DBA6	00	00	B4	07	06	07
1727	60B5	00	DBA6	00	00	B5	07	06	07
1727	60B6	00	DBA6	00	00	B6	07	06	07
1727	60B7	00	DBA6	00	00	B7	07	06	07
1727	60B8	00	DBA6	00	00	B8	07	06	07
1727	60B9	00	DBA6	00	00	B9	07	06	07
1727	60BA	00	DBA6	00	00	BA	07	06	07
1727	60BB	00	DBA6	00	00	BB	07	06	07
1727	60BC	00	DBA6	00	00	BC	07	06	07
1727	60BD	00	DBA6	00	00	BD	07	06	07
1727	60BE	00	DBA6	00	00	BE	07	06	07
1727	60BF	00	DBA6	00	00	BF	07	06	07
1727	60C0	00	DBA6	00	00	C0	07	06	07
1727	6360	00	DBA6	00	00	60	07	06	07
1727	6361	00	DBA6	00	00	61	07	06	07
1727	6362	00	DBA6	00	00	62	07	06	07
1727	6363	00	DBA6	00	00	63	07	06	07
1727	6364	00	DBA6	00	00	64	07	06	07
1727	6365	00	DBA6	00	00	65	07	06	07
1727	6366	00	DBA6	00	00	66	07	06	07
1727	6367	00	DBA6	00	00	67	07	06	07
1727	6368	00	DBA6	00	00	68	07	06	07
1727	6369	00	DBA6	00	00	69	07	06	07
