frame	cpu_address	value	pc	a	x	y	mapper_control	r6	r7
1727	636A	00	DBA6	00	00	6A	07	06	07
1727	636B	00	DBA6	00	00	6B	07	06	07
1727	636C	00	DBA6	00	00	6C	07	06	07
1727	636D	00	DBA6	00	00	6D	07	06	07
1727	636E	00	DBA6	00	00	6E	07	06	07
1727	636F	00	DBA6	00	00	6F	07	06	07
1727	6370	00	DBA6	00	00	70	07	06	07
1727	6371	00	DBA6	00	00	71	07	06	07
1727	6372	00	DBA6	00	00	72	07	06	07
1727	6373	00	DBA6	00	00	73	07	06	07
1727	6374	00	DBA6	00	00	74	07	06	07
1727	6375	00	DBA6	00	00	75	07	06	07
1727	6376	00	DBA6	00	00	76	07	06	07
1727	6377	00	DBA6	00	00	77	07	06	07
1727	6378	00	DBA6	00	00	78	07	06	07
1727	6379	00	DBA6	00	00	79	07	06	07
1727	637A	00	DBA6	00	00	7A	07	06	07
1727	637B	00	DBA6	00	00	7B	07	06	07
1727	637C	00	DBA6	00	00	7C	07	06	07
1727	637D	00	DBA6	00	00	7D	07	06	07
1727	637E	00	DBA6	00	00	7E	07	06	07
1727	637F	00	DBA6	00	00	7F	07	06	07
1727	6380	00	DBA6	00	00	80	07	06	07
1727	6500	00	DBA6	00	00	00	07	06	07
1727	6501	00	DBA6	00	00	01	07	06	07
1727	6502	00	DBA6	00	00	02	07	06	07
1727	6503	00	DBA6	00	00	03	07	06	07
1727	6504	00	DBA6	00	00	04	07	06	07
1727	6505	00	DBA6	00	00	05	07	06	07
1727	6506	00	DBA6	00	00	06	07	06	07
1727	6507	00	DBA6	00	00	07	07	06	07
1727	6508	00	DBA6	00	00	08	07	06	07
1727	6509	00	DBA6	00	00	09	07	06	07
1727	650A	00	DBA6	00	00	0A	07	06	07
1731	60A0	7A	D373	7A	01	00	05	06	07
1731	60A1	7A	D373	7A	01	00	05	06	07
1731	60A2	7A	D373	7A	01	00	05	06	07
1731	60A3	7A	D373	7A	01	00	05	06	07
1731	60A4	7A	D373	7A	01	00	05	06	07
1731	60A5	7A	D373	7A	01	00	05	06	07
1731	60A6	7A	D373	7A	01	00	05	06	07
1731	60A7	7A	D373	7A	01	00	05	06	07
1731	60A8	7A	D373	7A	01	00	05	06	07
1731	60A9	7A	D373	7A	01	00	05	06	07
1731	60AA	7A	D373	7A	01	00	05	06	07
1731	60AB	7A	D373	7A	01	00	05	06	07
1731	60AC	7A	D373	7A	01	00	05	06	07
1731	60AD	7A	D373	7A	01	00	05	06	07
1731	60AE	7A	D373	7A	01	00	05	06	07
1731	60AF	7A	D373	7A	01	00	05	06	07
1731	60B0	7A	D373	7A	01	00	05	06	07
1731	60B1	7A	D373	7A	01	00	05	06	07
1731	60B2	7A	D373	7A	01	00	05	06	07
1731	60B3	7A	D373	7A	01	00	05	06	07
1731	60B4	7A	D373	7A	01	00	05	06	07
1731	60B5	7A	D373	7A	01	00	05	06	07
1731	60B6	7A	D373	7A	01	00	05	06	07
1731	60B7	7A	D373	7A	01	00	05	06	07
1731	60B8	7A	D373	7A	01	00	05	06	07
1731	60B9	7A	D373	7A	01	00	05	06	07
1731	60BA	7A	D373	7A	01	00	05	06	07
1731	60BB	7A	D373	7A	01	00	05	06	07
1731	60BC	7A	D373	7A	01	00	05	06	07
1731	60BD	7A	D373	7A	01	00	05	06	07
1731	60BE	7A	D373	7A	01	00	05	06	07
1731	60BF	7A	D373	7A	01	00	05	06	07
1731	60C0	7A	D373	7A	01	00	05	06	07
1733	6360	00	D373	00	01	00	05	06	07
1733	6361	00	D373	00	01	00	05	06	07
1733	6362	00	D373	00	01	00	05	06	07
1733	6363	00	D373	00	01	00	05	06	07
1733	6364	00	D373	00	01	00	05	06	07
1733	6365	00	D373	00	01	00	05	06	07
1733	6366	00	D373	00	01	00	05	06	07
1733	6367	00	D373	00	01	00	05	06	07
1733	6368	00	D373	00	01	00	05	06	07
1733	6369	00	D373	00	01	00	05	06	07
1733	636A	00	D373	00	01	00	05	06	07
1733	636B	00	D373	00	01	00	05	06	07
1733	636C	00	D373	00	01	00	05	06	07
1733	636D	00	D373	00	01	00	05	06	07
1733	636E	00	D373	00	01	00	05	06	07
1733	636F	00	D373	00	01	00	05	06	07
1733	6370	00	D373	00	01	00	05	06	07
1733	6371	00	D373	00	01	00	05	06	07
1733	6372	00	D373	00	01	00	05	06	07
1733	6373	00	D373	00	01	00	05	06	07
1733	6374	00	D373	00	01	00	05	06	07
1733	6375	00	D373	00	01	00	05	06	07
1733	6376	00	D373	00	01	00	05	06	07
1733	6377	00	D373	00	01	00	05	06	07
1733	6378	00	D373	00	01	00	05	06	07
1733	6379	00	D373	00	01	00	05	06	07
1733	637A	00	D373	00	01	00	05	06	07
1733	637B	00	D373	00	01	00	05	06	07
1733	637C	00	D373	00	01	00	05	06	07
1733	637D	00	D373	00	01	00	05	06	07
1733	637E	00	D373	00	01	00	05	06	07
1733	637F	00	D373	00	01	00	05	06	07
1733	6380	00	D373	00	01	00	05	06	07
1734	6500	7A	D373	7A	01	00	05	06	07
1734	6501	7A	D373	7A	01	00	05	06	07
1734	6502	7A	D373	7A	01	00	05	06	07
1734	6503	7A	D373	7A	01	00	05	06	07
1734	6504	7A	D373	7A	01	00	05	06	07
1734	6505	7A	D373	7A	01	00	05	06	07
1734	6506	7A	D373	7A	01	00	05	06	07
1734	6507	7A	D373	7A	01	00	05	06	07
1734	6508	7A	D373	7A	01	00	05	06	07
1734	6509	7A	D373	7A	01	00	05	06	07
1734	650A	7A	D373	7A	01	00	05	06	07
1737	60A6	FF	E888	FF	15	00	07	08	09
1737	60AD	36	E888	36	15	00	07	08	09
1737	60AE	23	E888	23	15	01	07	08	09
1737	60AF	7A	E888	7A	15	02	07	08	09
1737	60B0	24	E888	24	15	03	07	08	09
1737	60B1	25	E888	25	15	04	07	08	09
1737	60B2	7A	E888	7A	15	05	07	08	09
1737	60B3	7A	E888	7A	15	06	07	08	09
1737	60B4	7A	E888	7A	15	07	07	08	09
1737	60B5	7A	E888	7A	15	08	07	08	09
1737	60B6	7A	E888	7A	15	09	07	08	09
1737	60B7	7A	E888	7A	15	0A	07	08	09
1737	60B8	FF	E888	FF	15	0B	07	08	09
1737	650A	7A	B667	7A	0A	04	07	08	09
1737	6509	7A	B667	7A	09	04	07	08	09
1737	6508	7A	B667	7A	08	04	07	08	09
1737	6507	7A	B667	7A	07	04	07	08	09
1737	6506	7A	B667	7A	06	04	07	08	09
1737	6505	7A	B667	7A	05	04	07	08	09
1737	6504	7A	B667	7A	04	04	07	08	09
1737	6503	7A	B667	7A	03	04	07	08	09
1737	6502	7A	B667	7A	02	04	07	08	09
1737	6501	7A	B667	7A	01	04	07	08	09
1737	6500	7A	B667	7A	00	04	07	08	09
1737	60A8	20	E888	20	00	00	07	08	09
1737	60A9	21	E888	21	00	01	07	08	09
1737	60AA	22	E888	22	00	02	07	08	09
1737	60AB	7A	E888	7A	00	03	07	08	09
1737	60AC	7A	E888	7A	00	04	07	08	09
1737	6500	7A	BBB8	7A	20	05	07	06	07
1737	6501	7A	BBB8	7A	21	05	07	06	07
1737	6502	7A	BBB8	7A	22	05	07	06	07
1737	6503	7A	BBB8	7A	23	05	07	06	07
1737	6504	7A	BBB8	7A	24	05	07	06	07
1737	6505	7A	BBB8	7A	25	05	07	06	07
1737	6506	7A	BBB8	7A	26	05	07	06	07
1737	6507	7A	BBB8	7A	27	05	07	06	07
1737	6508	7A	BBB8	7A	28	05	07	06	07
1737	6509	7A	BBB8	7A	29	05	07	06	07
1737	650A	7A	BBB8	7A	2A	05	07	06	07
1737	650A	38	BC16	38	01	04	07	06	07
1737	6509	38	BC16	38	01	03	07	06	07
1737	6508	38	BC16	38	01	02	07	06	07
1737	6507	27	BC16	27	01	01	07	06	07
1737	6506	26	BC16	26	01	00	07	06	07
1737	6360	23	B70D	23	00	00	07	08	09
1737	6361	63	B70D	63	01	01	07	08	09
1737	6362	00	B70D	00	02	02	07	08	09
1737	6363	1B	B70D	1B	03	03	07	08	09
1737	6364	8C	B70D	8C	04	04	07	08	09
1737	6365	98	B70D	98	05	05	07	08	09
1737	6366	00	B70D	00	06	06	07	08	09
1737	6367	00	B70D	00	07	07	07	08	09
1737	6368	00	B70D	00	08	08	07	08	09
1737	6369	00	B70D	00	09	09	07	08	09
1737	636A	00	B70D	00	0A	0A	07	08	09
1737	636B	00	B70D	00	0B	0B	07	08	09
1737	636C	99	B70D	99	0C	0C	07	08	09
1737	636D	9B	B70D	9B	0D	0D	07	08	09
1737	636E	9C	B70D	9C	0E	0E	07	08	09
1737	636F	00	B70D	00	0F	0F	07	08	09
1737	6370	00	B70D	00	10	10	07	08	09
1737	6371	00	B70D	00	11	11	07	08	09
1737	6372	00	B70D	00	12	12	07	08	09
1737	6373	00	B70D	00	13	13	07	08	09
1737	6374	9E	B70D	9E	14	14	07	08	09
1737	6375	9C	B70D	9C	15	15	07	08	09
1737	6376	00	B70D	00	16	16	07	08	09
1737	6377	00	B70D	00	17	17	07	08	09
1737	6378	00	B70D	00	18	18	07	08	09
1737	6379	00	B70D	00	19	19	07	08	09
1737	637A	00	B70D	00	1A	1A	07	08	09
1737	637B	00	B70D	00	1B	1B	07	08	09
1737	637C	99	B70D	99	1C	1C	07	08	09
1737	637D	A3	B70D	A3	1D	1D	07	08	09
1737	637E	00	B70D	00	1E	1E	07	08	09
1737	637F	23	B70D	23	1F	1F	07	08	09
1737	6380	4C	B70D	4C	20	20	07	08	09
1867	60A0	00	DBA6	00	00	A0	07	0C	0D
1867	60A1	00	DBA6	00	00	A1	07	0C	0D
1867	60A2	00	DBA6	00	00	A2	07	0C	0D
1867	60A3	00	DBA6	00	00	A3	07	0C	0D
1867	60A4	00	DBA6	00	00	A4	07	0C	0D
1867	60A5	00	DBA6	00	00	A5	07	0C	0D
1867	60A6	00	DBA6	00	00	A6	07	0C	0D
1867	60A7	00	DBA6	00	00	A7	07	0C	0D
1867	60A8	00	DBA6	00	00	A8	07	0C	0D
1867	60A9	00	DBA6	00	00	A9	07	0C	0D
1867	60AA	00	DBA6	00	00	AA	07	0C	0D
1867	60AB	00	DBA6	00	00	AB	07	0C	0D
1867	60AC	00	DBA6	00	00	AC	07	0C	0D
1867	60AD	00	DBA6	00	00	AD	07	0C	0D
1867	60AE	00	DBA6	00	00	AE	07	0C	0D
1867	60AF	00	DBA6	00	00	AF	07	0C	0D
1867	60B0	00	DBA6	00	00	B0	07	0C	0D
1867	60B1	00	DBA6	00	00	B1	07	0C	0D
1867	60B2	00	DBA6	00	00	B2	07	0C	0D
1867	60B3	00	DBA6	00	00	B3	07	0C	0D
1867	60B4	00	DBA6	00	00	B4	07	0C	0D
1867	60B5	00	DBA6	00	00	B5	07	0C	0D
1867	60B6	00	DBA6	00	00	B6	07	0C	0D
1867	60B7	00	DBA6	00	00	B7	07	0C	0D
1867	60B8	00	DBA6	00	00	B8	07	0C	0D
1867	60B9	00	DBA6	00	00	B9	07	0C	0D
1867	60BA	00	DBA6	00	00	BA	07	0C	0D
1867	60BB	00	DBA6	00	00	BB	07	0C	0D
1867	60BC	00	DBA6	00	00	BC	07	0C	0D
1867	60BD	00	DBA6	00	00	BD	07	0C	0D
1867	60BE	00	DBA6	00	00	BE	07	0C	0D
1867	60BF	00	DBA6	00	00	BF	07	0C	0D
1867	60C0	00	DBA6	00	00	C0	07	0C	0D
1867	6360	00	DBA6	00	00	60	07	0C	0D
1867	6361	00	DBA6	00	00	61	07	0C	0D
1867	6362	00	DBA6	00	00	62	07	0C	0D
1867	6363	00	DBA6	00	00	63	07	0C	0D
1867	6364	00	DBA6	00	00	64	07	0C	0D
1867	6365	00	DBA6	00	00	65	07	0C	0D
1867	6366	00	DBA6	00	00	66	07	0C	0D
1867	6367	00	DBA6	00	00	67	07	0C	0D
1867	6368	00	DBA6	00	00	68	07	0C	0D
1867	6369	00	DBA6	00	00	69	07	0C	0D
1867	636A	00	DBA6	00	00	6A	07	0C	0D
1867	636B	00	DBA6	00	00	6B	07	0C	0D
1867	636C	00	DBA6	00	00	6C	07	0C	0D
1867	636D	00	DBA6	00	00	6D	07	0C	0D
1867	636E	00	DBA6	00	00	6E	07	0C	0D
1867	636F	00	DBA6	00	00	6F	07	0C	0D
1867	6370	00	DBA6	00	00	70	07	0C	0D
1867	6371	00	DBA6	00	00	71	07	0C	0D
1867	6372	00	DBA6	00	00	72	07	0C	0D
1867	6373	00	DBA6	00	00	73	07	0C	0D
1867	6374	00	DBA6	00	00	74	07	0C	0D
1867	6375	00	DBA6	00	00	75	07	0C	0D
1867	6376	00	DBA6	00	00	76	07	0C	0D
1867	6377	00	DBA6	00	00	77	07	0C	0D
1867	6378	00	DBA6	00	00	78	07	0C	0D
1867	6379	00	DBA6	00	00	79	07	0C	0D
1867	637A	00	DBA6	00	00	7A	07	0C	0D
1867	637B	00	DBA6	00	00	7B	07	0C	0D
1867	637C	00	DBA6	00	00	7C	07	0C	0D
1867	637D	00	DBA6	00	00	7D	07	0C	0D
1867	637E	00	DBA6	00	00	7E	07	0C	0D
1867	637F	00	DBA6	00	00	7F	07	0C	0D
1867	6380	00	DBA6	00	00	80	07	0C	0D
1867	6500	00	DBA6	00	00	00	07	0C	0D
1867	6501	00	DBA6	00	00	01	07	0C	0D
1867	6502	00	DBA6	00	00	02	07	0C	0D
1867	6503	00	DBA6	00	00	03	07	0C	0D
1867	6504	00	DBA6	00	00	04	07	0C	0D
1867	6505	00	DBA6	00	00	05	07	0C	0D
1867	6506	00	DBA6	00	00	06	07	0C	0D
1867	6507	00	DBA6	00	00	07	07	0C	0D
1867	6508	00	DBA6	00	00	08	07	0C	0D
1867	6509	00	DBA6	00	00	09	07	0C	0D
1867	650A	00	DBA6	00	00	0A	07	0C	0D
1870	60A0	2A	D373	2A	01	00	05	0C	0D
1870	60A1	2B	D373	2B	03	00	05	0C	0D
1870	60A2	2B	D373	2B	02	00	05	0C	0D
1870	60A3	2B	D373	2B	01	00	05	0C	0D
1870	60A4	2C	D373	2C	01	00	05	0C	0D
1870	60A5	1D	D373	1D	05	00	05	0C	0D
1870	60A6	1D	D373	1D	04	00	05	0C	0D
1870	60A7	1D	D373	1D	03	00	05	0C	0D
1870	60A8	1D	D373	1D	02	00	05	0C	0D
1870	60A9	1D	D373	1D	01	00	05	0C	0D
1870	60AA	2A	D373	2A	01	00	05	0C	0D
1870	60AB	2B	D373	2B	03	00	05	0C	0D
1870	60AC	2B	D373	2B	02	00	05	0C	0D
1870	60AD	2B	D373	2B	01	00	05	0C	0D
1870	60AE	2C	D373	2C	04	00	05	0C	0D
1870	60AF	3D	D373	3D	03	00	05	0C	0D
1870	60B0	00	D373	00	02	00	05	0C	0D
1870	60B1	47	D373	47	01	00	05	0C	0D
1870	60B2	48	D373	48	03	00	05	0C	0D
1870	60B3	48	D373	48	02	00	05	0C	0D
1870	60B4	48	D373	48	01	00	05	0C	0D
1870	60B5	49	D373	49	01	00	05	0C	0D
1870	60B6	24	D373	24	02	00	05	0C	0D
1870	60B7	24	D373	24	01	00	05	0C	0D
1870	60B8	25	D373	25	02	00	05	0C	0D
1870	60B9	26	D373	26	01	00	05	0C	0D
1870	60BA	24	D373	24	02	00	05	0C	0D
1870	60BB	24	D373	24	01	00	05	0C	0D
1870	60BC	ED	D373	ED	04	00	05	0C	0D
1870	60BD	EE	D373	EE	03	00	05	0C	0D
1870	60BE	EF	D373	EF	02	00	05	0C	0D
1870	60BF	00	D373	00	01	00	05	0C	0D
1870	60C0	1D	D373	1D	04	00	05	0C	0D
1873	6360	00	D373	00	01	00	05	0C	0D
1873	6361	00	D373	00	01	00	05	0C	0D
1873	6362	00	D373	00	01	00	05	0C	0D
1873	6363	00	D373	00	01	00	05	0C	0D
1873	6364	00	D373	00	01	00	05	0C	0D
1873	6365	00	D373	00	01	00	05	0C	0D
1873	6366	00	D373	00	01	00	05	0C	0D
1873	6367	00	D373	00	01	00	05	0C	0D
1873	6368	00	D373	00	01	00	05	0C	0D
1873	6369	00	D373	00	01	00	05	0C	0D
1873	636A	00	D373	00	01	00	05	0C	0D
1873	636B	00	D373	00	01	00	05	0C	0D
1873	636C	00	D373	00	01	00	05	0C	0D
1873	636D	00	D373	00	01	00	05	0C	0D
1873	636E	00	D373	00	01	00	05	0C	0D
1873	636F	00	D373	00	01	00	05	0C	0D
1873	6370	00	D373	00	01	00	05	0C	0D
1873	6371	00	D373	00	01	00	05	0C	0D
1873	6372	00	D373	00	01	00	05	0C	0D
1873	6373	00	D373	00	01	00	05	0C	0D
1873	6374	00	D373	00	01	00	05	0C	0D
1873	6375	00	D373	00	01	00	05	0C	0D
1873	6376	00	D373	00	01	00	05	0C	0D
1873	6377	00	D373	00	01	00	05	0C	0D
1873	6378	00	D373	00	01	00	05	0C	0D
1873	6379	00	D373	00	01	00	05	0C	0D
1873	637A	00	D373	00	01	00	05	0C	0D
1873	637B	00	D373	00	01	00	05	0C	0D
1873	637C	00	D373	00	01	00	05	0C	0D
1873	637D	00	D373	00	01	00	05	0C	0D
1873	637E	00	D373	00	01	00	05	0C	0D
1873	637F	00	D373	00	01	00	05	0C	0D
1873	6380	00	D373	00	01	00	05	0C	0D
1875	6500	10	D373	10	02	00	05	0C	0D
1875	6501	11	D373	11	01	00	05	0C	0D
1875	6502	10	D373	10	02	00	05	0C	0D
1875	6503	11	D373	11	01	00	05	0C	0D
1875	6504	10	D373	10	02	00	05	0C	0D
1875	6505	11	D373	11	01	00	05	0C	0D
1875	6506	10	D373	10	02	00	05	0C	0D
1875	6507	11	D373	11	01	00	05	0C	0D
1875	6508	10	D373	10	02	00	05	0C	0D
1875	6509	11	D373	11	01	00	05	0C	0D
1875	650A	10	D373	10	02	00	05	0C	0D
